source,target,source_UniProtKB-Swiss-Prot,target_UniProtKB-Swiss-Prot
ENSG00000002822,ENSG00000119862,Q9Y6D9,Q3ZCW2
ENSG00000002822,ENSG00000131375,Q9Y6D9,Q9Y6W3
ENSG00000002822,ENSG00000134207,Q9Y6D9,Q5T7P8
ENSG00000002822,ENSG00000135655,Q9Y6D9,Q9Y4E8
ENSG00000002822,ENSG00000135951,Q9Y6D9,Q9BZW7
ENSG00000002822,ENSG00000137699,Q9Y6D9,Q14134
ENSG00000002822,ENSG00000140259,Q9Y6D9,P55081
ENSG00000002822,ENSG00000140416,Q9Y6D9,P09493
ENSG00000002822,ENSG00000141013,Q9Y6D9,O95995
ENSG00000002822,ENSG00000143549,Q9Y6D9,P06753
ENSG00000002822,ENSG00000146112,Q9Y6D9,Q6NYC8
ENSG00000002822,ENSG00000152404,Q9Y6D9,Q2TBE0
ENSG00000002822,ENSG00000156795,Q9Y6D9,Q96HA8
ENSG00000002822,ENSG00000157514,Q9Y6D9,Q99576
ENSG00000002822,ENSG00000163071,Q9Y6D9,Q8TC71
ENSG00000002822,ENSG00000164109,Q9Y6D9,Q13257
ENSG00000002822,ENSG00000166170,Q9Y6D9,Q9UL15
ENSG00000002822,ENSG00000166407,Q9Y6D9,P25800
ENSG00000002822,ENSG00000171847,Q9Y6D9,Q86YD7
ENSG00000002822,ENSG00000176155,Q9Y6D9,Q2TAC2
ENSG00000002822,ENSG00000185264,Q9Y6D9,O43247
ENSG00000002822,ENSG00000198420,Q9Y6D9,Q9Y4C2
ENSG00000002822,ENSG00000204536,Q9Y6D9,Q8TD31
ENSG00000002834,ENSG00000054965,Q14847,Q92567
ENSG00000002834,ENSG00000062822,Q14847,P28340
ENSG00000002834,ENSG00000064218,Q14847,Q9NQL9
ENSG00000002834,ENSG00000064835,Q14847,P28069
ENSG00000002834,ENSG00000064999,Q14847,Q92625
ENSG00000002834,ENSG00000069011,Q14847,P78337
ENSG00000002834,ENSG00000070808,Q14847,Q9UQM7
ENSG00000002834,ENSG00000071539,Q14847,Q15645
ENSG00000002834,ENSG00000078328,Q14847,Q9NWB1
ENSG00000002834,ENSG00000085872,Q14847,Q8IWX8
ENSG00000002834,ENSG00000091073,Q14847,Q86UW9
ENSG00000002834,ENSG00000102898,Q14847,P61970
ENSG00000002834,ENSG00000103043,Q14847,Q08AM6
ENSG00000002834,ENSG00000104973,Q14847,Q71SY5
ENSG00000002834,ENSG00000105991,Q14847,ENSG00000105991
ENSG00000002834,ENSG00000108255,Q14847,P05813
ENSG00000002834,ENSG00000111077,Q14847,Q63HR2
ENSG00000002834,ENSG00000112559,Q14847,Q99750
ENSG00000002834,ENSG00000114354,Q14847,Q92734
ENSG00000002834,ENSG00000115507,Q14847,P32242
ENSG00000002834,ENSG00000124788,Q14847,P54253
ENSG00000002834,ENSG00000124827,Q14847,O75603
ENSG00000002834,ENSG00000125409,Q14847,Q9BXF9
ENSG00000002834,ENSG00000127054,Q14847,Q5TA45
ENSG00000002834,ENSG00000130762,Q14847,Q5VV41
ENSG00000002834,ENSG00000131721,Q14847,Q9BQY4
ENSG00000002834,ENSG00000134107,Q14847,O14503
ENSG00000002834,ENSG00000135482,Q14847,Q96K80
ENSG00000002834,ENSG00000136451,Q14847,Q14119
ENSG00000002834,ENSG00000137075,Q14847,Q9H0F5
ENSG00000002834,ENSG00000137098,Q14847,Q99932
ENSG00000002834,ENSG00000138867,Q14847,Q96NT3
ENSG00000002834,ENSG00000140320,Q14847,Q8TBE0
ENSG00000002834,ENSG00000141013,Q14847,O95995
ENSG00000002834,ENSG00000143013,Q14847,P61968
ENSG00000002834,ENSG00000149658,Q14847,Q9BYJ9
ENSG00000002834,ENSG00000152102,Q14847,A1KXE4
ENSG00000002834,ENSG00000153060,Q14847,Q96M29
ENSG00000002834,ENSG00000156735,Q14847,O95429
ENSG00000002834,ENSG00000157110,Q14847,Q93062
ENSG00000002834,ENSG00000160973,Q14847,O75593
ENSG00000002834,ENSG00000161992,Q14847,P0CG20
ENSG00000002834,ENSG00000162148,Q14847,Q7Z5V6
ENSG00000002834,ENSG00000162881,Q14847,Q8TDS5
ENSG00000002834,ENSG00000163060,Q14847,Q8WW24
ENSG00000002834,ENSG00000163499,Q14847,P53672
ENSG00000002834,ENSG00000164438,Q14847,O43711
ENSG00000002834,ENSG00000166831,Q14847,Q6ZRY4
ENSG00000002834,ENSG00000167123,Q14847,Q5T4B2
ENSG00000002834,ENSG00000167615,Q14847,Q96PV6
ENSG00000002834,ENSG00000167889,Q14847,Q3V5L5
ENSG00000002834,ENSG00000167987,Q14847,A5D8V6
ENSG00000002834,ENSG00000169813,Q14847,P52597
ENSG00000002834,ENSG00000174279,Q14847,Q03828
ENSG00000002834,ENSG00000175294,Q14847,Q8NEC5
ENSG00000002834,ENSG00000176105,Q14847,P07947
ENSG00000002834,ENSG00000176125,Q14847,Q6NVU6
ENSG00000002834,ENSG00000177613,Q14847,Q9H0L4
ENSG00000002834,ENSG00000179455,Q14847,Q13064
ENSG00000002834,ENSG00000179933,Q14847,Q9NWQ9
ENSG00000002834,ENSG00000183230,Q14847,Q9UI47
ENSG00000002834,ENSG00000183283,Q14847,Q15038
ENSG00000002834,ENSG00000185359,Q14847,O14964
ENSG00000002834,ENSG00000186153,Q14847,Q9NZC7
ENSG00000002834,ENSG00000186925,Q14847,Q3LI70
ENSG00000002834,ENSG00000186930,Q14847,Q3LI66
ENSG00000002834,ENSG00000186967,Q14847,Q3LI73
ENSG00000002834,ENSG00000187766,Q14847,P60410
ENSG00000002834,ENSG00000188021,Q14847,Q9UHD9
ENSG00000002834,ENSG00000188493,Q14847,Q5BKX5
ENSG00000002834,ENSG00000188747,Q14847,Q86UR1
ENSG00000002834,ENSG00000196843,Q14847,Q03989
ENSG00000002834,ENSG00000197191,Q14847,A8MQ03
ENSG00000002834,ENSG00000197683,Q14847,Q6PEX3
ENSG00000002834,ENSG00000198218,Q14847,Q2TAL8
ENSG00000002834,ENSG00000204918,Q14847,P86481
ENSG00000002834,ENSG00000204919,Q14847,P86496
ENSG00000002834,ENSG00000206052,Q14847,Q6PKX4
ENSG00000002834,ENSG00000206538,Q14847,A8MV65
ENSG00000002834,ENSG00000212899,Q14847,Q9BYR6
ENSG00000002834,ENSG00000212900,Q14847,Q9BYR7
ENSG00000002834,ENSG00000212933,Q14847,P60329
ENSG00000002834,ENSG00000227151,Q14847,P86480
ENSG00000002834,ENSG00000229665,Q14847,P86479
ENSG00000002834,ENSG00000234278,Q14847,P86478
ENSG00000002834,ENSG00000244025,Q14847,Q7Z4W3
ENSG00000002834,ENSG00000269190,Q14847,Q96EF6
ENSG00000002919,ENSG00000004838,Q9Y5W9,O75800
ENSG00000002919,ENSG00000105404,Q9Y5W9,Q9UI14
ENSG00000002919,ENSG00000115255,Q9Y5W9,Q96HR9
ENSG00000002919,ENSG00000115593,Q9Y5W9,Q8NB12
ENSG00000002919,ENSG00000123119,Q9Y5W9,Q8N987
ENSG00000002919,ENSG00000143499,Q9Y5W9,Q9NRG4
ENSG00000002919,ENSG00000168070,Q9Y5W9,Q3KP22
ENSG00000002919,ENSG00000170540,Q9Y5W9,Q15041
ENSG00000002919,ENSG00000174851,Q9Y5W9,O95070
ENSG00000002919,ENSG00000177519,Q9Y5W9,Q9NS64
ENSG00000002933,ENSG00000090661,Q96HP8,Q9HA82
ENSG00000002933,ENSG00000105369,Q96HP8,P11912
ENSG00000002933,ENSG00000106565,Q96HP8,Q3YBM2
ENSG00000002933,ENSG00000113845,Q96HP8,Q9NPL8
ENSG00000002933,ENSG00000122033,Q96HP8,Q9H2K0
ENSG00000002933,ENSG00000135052,Q96HP8,Q8NBJ4
ENSG00000002933,ENSG00000141699,Q96HP8,Q86VR2
ENSG00000002933,ENSG00000145284,Q96HP8,Q86SK9
ENSG00000002933,ENSG00000148110,Q96HP8,Q5SR56
ENSG00000002933,ENSG00000164626,Q96HP8,O95279
ENSG00000002933,ENSG00000166224,Q96HP8,O95470
ENSG00000002933,ENSG00000213593,Q96HP8,Q9Y320
ENSG00000003056,ENSG00000081721,P20645,Q9UNI6
ENSG00000003056,ENSG00000126777,P20645,Q86UP2
ENSG00000003056,ENSG00000166002,P20645,Q9NRQ5
ENSG00000003056,ENSG00000171840,P20645,Q9NZG7
ENSG00000003056,ENSG00000196329,P20645,Q96F15
ENSG00000003402,ENSG00000056558,O15519,Q13077
ENSG00000003756,ENSG00000103150,P52756,O95822
ENSG00000003987,ENSG00000104643,Q9Y216,Q96QG7
ENSG00000003987,ENSG00000134480,Q9Y216,P51946
ENSG00000004059,ENSG00000132744,P84085,Q96HD9
ENSG00000004059,ENSG00000178498,P84085,Q8N9I9
ENSG00000004142,ENSG00000080572,Q9Y2S7,Q9NQM4
ENSG00000004142,ENSG00000106153,Q9Y2S7,Q9Y6H1
ENSG00000004142,ENSG00000177674,Q9Y2S7,Q6RW13
ENSG00000004399,ENSG00000120075,Q9Y4D7,P09067
ENSG00000004478,ENSG00000174842,Q02790,Q92990
ENSG00000004487,ENSG00000051128,O60341,Q9NSC5
ENSG00000004487,ENSG00000061337,O60341,Q9Y250
ENSG00000004487,ENSG00000076604,O60341,Q9BUZ4
ENSG00000004487,ENSG00000094796,O60341,Q15323
ENSG00000004487,ENSG00000100065,O60341,Q9BWT7
ENSG00000004487,ENSG00000100109,O60341,Q9UBB9
ENSG00000004487,ENSG00000101624,O60341,Q8TAP6
ENSG00000004487,ENSG00000103154,O60341,Q7Z6G3
ENSG00000004487,ENSG00000103852,O60341,Q5W5X9
ENSG00000004487,ENSG00000104964,O60341,Q08117
ENSG00000004487,ENSG00000105717,O60341,Q9BYU1
ENSG00000004487,ENSG00000110330,O60341,Q13490
ENSG00000004487,ENSG00000116044,O60341,Q16236
ENSG00000004487,ENSG00000117625,O60341,Q9P2K3
ENSG00000004487,ENSG00000118194,O60341,P45379
ENSG00000004487,ENSG00000120860,O60341,Q9Y3C0
ENSG00000004487,ENSG00000121058,O60341,P38432
ENSG00000004487,ENSG00000123349,O60341,Q99471
ENSG00000004487,ENSG00000131738,O60341,Q14525
ENSG00000004487,ENSG00000136997,O60341,P01106
ENSG00000004487,ENSG00000139722,O60341,Q9H9H4
ENSG00000004487,ENSG00000140481,O60341,Q8N5R6
ENSG00000004487,ENSG00000140859,O60341,Q9BVG8
ENSG00000004487,ENSG00000141013,O60341,O95995
ENSG00000004487,ENSG00000141425,O60341,Q96P16
ENSG00000004487,ENSG00000143514,O60341,Q13625
ENSG00000004487,ENSG00000148572,O60341,Q96F24
ENSG00000004487,ENSG00000151575,O60341,Q8N6V9
ENSG00000004487,ENSG00000153179,O60341,Q86WH2
ENSG00000004487,ENSG00000154127,O60341,Q8TF42
ENSG00000004487,ENSG00000159289,O60341,Q9NYA3
ENSG00000004487,ENSG00000163126,O60341,Q86SG2
ENSG00000004487,ENSG00000163611,O60341,Q8N0Z3
ENSG00000004487,ENSG00000164304,O60341,Q8TC20
ENSG00000004487,ENSG00000165669,O60341,Q9H8W3
ENSG00000004487,ENSG00000166037,O60341,Q86XR8
ENSG00000004487,ENSG00000166860,O60341,O15060
ENSG00000004487,ENSG00000167110,O60341,Q08379
ENSG00000004487,ENSG00000169758,O60341,Q2M3C6
ENSG00000004487,ENSG00000170264,O60341,Q3B820
ENSG00000004487,ENSG00000171346,O60341,P19012
ENSG00000004487,ENSG00000175455,O60341,Q49A88
ENSG00000004487,ENSG00000179562,O60341,Q96CN9
ENSG00000004487,ENSG00000182473,O60341,Q9UPT5
ENSG00000004487,ENSG00000196859,O60341,Q6A163
ENSG00000004487,ENSG00000197079,O60341,Q92764
ENSG00000004487,ENSG00000204889,O60341,Q6A162
ENSG00000004487,ENSG00000214717,O60341,O96006
ENSG00000004487,ENSG00000234616,O60341,O75564
ENSG00000004487,ENSG00000273136,O60341,ENSG00000273136
ENSG00000004534,ENSG00000166974,P78332,Q15555
ENSG00000004777,ENSG00000197191,O14559,A8MQ03
ENSG00000004779,ENSG00000072201,O14561,Q8TBB1
ENSG00000004779,ENSG00000075420,O14561,Q53EP0
ENSG00000004779,ENSG00000103043,O14561,Q08AM6
ENSG00000004779,ENSG00000104147,O14561,O43482
ENSG00000004779,ENSG00000104756,O14561,Q7L273
ENSG00000004779,ENSG00000105327,O14561,Q96PG8
ENSG00000004779,ENSG00000105327,O14561,Q9BXH1
ENSG00000004779,ENSG00000106263,O14561,P55884
ENSG00000004779,ENSG00000106459,O14561,Q16656
ENSG00000004779,ENSG00000119705,O14561,Q9GZT3
ENSG00000004779,ENSG00000119725,O14561,Q86VK4
ENSG00000004779,ENSG00000124191,O14561,Q96NM4
ENSG00000004779,ENSG00000131931,O14561,Q9NVV9
ENSG00000004779,ENSG00000135363,O14561,P25791
ENSG00000004779,ENSG00000139714,O14561,Q6PF18
ENSG00000004779,ENSG00000141965,O14561,Q9BSK4
ENSG00000004779,ENSG00000156795,O14561,Q96HA8
ENSG00000004779,ENSG00000157429,O14561,P17023
ENSG00000004779,ENSG00000159214,O14561,Q8N4L8
ENSG00000004779,ENSG00000160972,O14561,Q96I34
ENSG00000004779,ENSG00000164438,O14561,O43711
ENSG00000004779,ENSG00000165916,O14561,P17980
ENSG00000004779,ENSG00000167272,O14561,Q969H6
ENSG00000004779,ENSG00000172273,O14561,Q9BQA5
ENSG00000004779,ENSG00000183386,O14561,Q13643
ENSG00000004779,ENSG00000184515,O14561,Q5H9J7
ENSG00000004779,ENSG00000185869,O14561,Q3KNS6
ENSG00000004779,ENSG00000188747,O14561,Q86UR1
ENSG00000004779,ENSG00000214309,O14561,A4D2B0
ENSG00000004779,ENSG00000242689,O14561,P26441
ENSG00000004779,ENSG00000248746,O14561,Q08043
ENSG00000004799,ENSG00000175895,Q16654,Q9H8W4
ENSG00000004838,ENSG00000089225,O75800,Q99593
ENSG00000004838,ENSG00000119650,O75800,Q96FT9
ENSG00000004838,ENSG00000130950,O75800,A1L443
ENSG00000004838,ENSG00000132938,O75800,Q5JR59
ENSG00000004838,ENSG00000149100,O75800,Q7L2H7
ENSG00000004838,ENSG00000184258,O75800,ENSG00000184258
ENSG00000004838,ENSG00000184507,O75800,Q86Y26
ENSG00000004838,ENSG00000185272,O75800,P57052
ENSG00000004838,ENSG00000196628,O75800,P15884
ENSG00000004838,ENSG00000197191,O75800,A8MQ03
ENSG00000004838,ENSG00000239779,O75800,Q96G27
ENSG00000004939,ENSG00000134389,P02730,Q9BXR6
ENSG00000004939,ENSG00000135211,P02730,Q9H2L4
ENSG00000004939,ENSG00000149451,P02730,Q9BZ11
ENSG00000004939,ENSG00000163217,P02730,O95393
ENSG00000004961,ENSG00000028528,P53701,Q13596
ENSG00000004961,ENSG00000136305,P53701,Q9UHD4
ENSG00000004961,ENSG00000163904,P53701,Q9HC62
ENSG00000005075,ENSG00000076604,P52435,Q9BUZ4
ENSG00000005075,ENSG00000104147,P52435,O43482
ENSG00000005075,ENSG00000122180,P52435,P15173
ENSG00000005075,ENSG00000137575,P52435,O00560
ENSG00000005075,ENSG00000156795,P52435,Q96HA8
ENSG00000005075,ENSG00000167987,P52435,A5D8V6
ENSG00000005075,ENSG00000171453,P52435,O15160
ENSG00000005075,ENSG00000174446,P52435,O75971
ENSG00000005075,ENSG00000248712,P52435,Q494R4
ENSG00000005102,ENSG00000029993,P50221,O15347
ENSG00000005102,ENSG00000037965,P50221,P31273
ENSG00000005102,ENSG00000050748,P50221,P45984
ENSG00000005102,ENSG00000051128,P50221,Q9NSC5
ENSG00000005102,ENSG00000071655,P50221,O95983
ENSG00000005102,ENSG00000077279,P50221,O43602
ENSG00000005102,ENSG00000080561,P50221,Q9UJV3
ENSG00000005102,ENSG00000089682,P50221,Q96IZ5
ENSG00000005102,ENSG00000092208,P50221,O14893
ENSG00000005102,ENSG00000099804,P50221,P49427
ENSG00000005102,ENSG00000100034,P50221,P49593
ENSG00000005102,ENSG00000100395,P50221,Q969R5
ENSG00000005102,ENSG00000101266,P50221,P68400
ENSG00000005102,ENSG00000102119,P50221,P50402
ENSG00000005102,ENSG00000104812,P50221,P13807
ENSG00000005102,ENSG00000105650,P50221,Q08493
ENSG00000005102,ENSG00000107341,P50221,Q712K3
ENSG00000005102,ENSG00000108788,P50221,Q9UH92
ENSG00000005102,ENSG00000108861,P50221,P51452
ENSG00000005102,ENSG00000112578,P50221,Q13895
ENSG00000005102,ENSG00000115556,P50221,Q9BRC7
ENSG00000005102,ENSG00000116922,P50221,Q9NX04
ENSG00000005102,ENSG00000119725,P50221,Q86VK4
ENSG00000005102,ENSG00000121851,P50221,Q9BT43
ENSG00000005102,ENSG00000125733,P50221,Q15642
ENSG00000005102,ENSG00000127445,P50221,Q13526
ENSG00000005102,ENSG00000133488,P50221,Q9UDX3
ENSG00000005102,ENSG00000137098,P50221,Q99932
ENSG00000005102,ENSG00000137575,P50221,O00560
ENSG00000005102,ENSG00000138964,P50221,Q9HBI0
ENSG00000005102,ENSG00000139946,P50221,Q9HAT8
ENSG00000005102,ENSG00000140299,P50221,Q12982
ENSG00000005102,ENSG00000140553,P50221,Q9H3U1
ENSG00000005102,ENSG00000140830,P50221,Q9NX01
ENSG00000005102,ENSG00000140961,P50221,Q9UJX0
ENSG00000005102,ENSG00000141543,P50221,P38919
ENSG00000005102,ENSG00000146063,P50221,Q8WV44
ENSG00000005102,ENSG00000146281,P50221,Q8IYS1
ENSG00000005102,ENSG00000147421,P50221,Q6NT76
ENSG00000005102,ENSG00000150636,P50221,Q68D86
ENSG00000005102,ENSG00000152404,P50221,Q2TBE0
ENSG00000005102,ENSG00000154328,P50221,Q969S2
ENSG00000005102,ENSG00000155329,P50221,Q8TBK6
ENSG00000005102,ENSG00000155744,P50221,Q8IXS8
ENSG00000005102,ENSG00000155754,P50221,Q53TS8
ENSG00000005102,ENSG00000158435,P50221,Q9UKZ1
ENSG00000005102,ENSG00000163960,P50221,O94888
ENSG00000005102,ENSG00000164008,P50221,Q9BV19
ENSG00000005102,ENSG00000166211,P50221,Q8N5J4
ENSG00000005102,ENSG00000167131,P50221,Q8IW40
ENSG00000005102,ENSG00000167515,P50221,Q9UL33
ENSG00000005102,ENSG00000167535,P50221,P54284
ENSG00000005102,ENSG00000172497,P50221,Q8WYK0
ENSG00000005102,ENSG00000173207,P50221,P61024
ENSG00000005102,ENSG00000174788,P50221,Q8IVA1
ENSG00000005102,ENSG00000176148,P50221,Q9NUJ3
ENSG00000005102,ENSG00000176248,P50221,Q9UJX6
ENSG00000005102,ENSG00000179046,P50221,Q8N7C3
ENSG00000005102,ENSG00000179455,P50221,Q13064
ENSG00000005102,ENSG00000179562,P50221,Q96CN9
ENSG00000005102,ENSG00000179933,P50221,Q9NWQ9
ENSG00000005102,ENSG00000181929,P50221,P54619
ENSG00000005102,ENSG00000185133,P50221,Q15735
ENSG00000005102,ENSG00000185264,P50221,O43247
ENSG00000005102,ENSG00000187778,P50221,Q96EZ8
ENSG00000005102,ENSG00000187840,P50221,Q13541
ENSG00000005102,ENSG00000188566,P50221,Q9UHB4
ENSG00000005102,ENSG00000197256,P50221,Q63ZY3
ENSG00000005102,ENSG00000198925,P50221,Q7Z3C6
ENSG00000005102,ENSG00000204438,P50221,O95872
ENSG00000005102,ENSG00000214447,P50221,A6NFU0
ENSG00000005102,ENSG00000243335,P50221,Q96MP8
ENSG00000005108,ENSG00000012660,Q9UPZ6,Q9NYP7
ENSG00000005108,ENSG00000086159,Q9UPZ6,Q13520
ENSG00000005108,ENSG00000093010,Q9UPZ6,P21964
ENSG00000005108,ENSG00000105383,Q9UPZ6,P20138
ENSG00000005108,ENSG00000133800,Q9UPZ6,Q9Y5Y7
ENSG00000005108,ENSG00000135052,Q9UPZ6,Q8NBJ4
ENSG00000005108,ENSG00000160131,Q9UPZ6,Q3ZAQ7
ENSG00000005108,ENSG00000166257,Q9UPZ6,Q9NY72
ENSG00000005108,ENSG00000168591,Q9UPZ6,Q71RG4
ENSG00000005108,ENSG00000169379,Q9UPZ6,Q3SXY8
ENSG00000005108,ENSG00000170509,Q9UPZ6,Q7Z5P4
ENSG00000005108,ENSG00000182508,Q9UPZ6,Q86WI0
ENSG00000005194,ENSG00000108010,Q6FI81,O76003
ENSG00000005194,ENSG00000167535,Q6FI81,P54284
ENSG00000005194,ENSG00000188566,Q6FI81,Q9UHB4
ENSG00000005238,ENSG00000011243,Q7L5A3,Q9ULX6
ENSG00000005238,ENSG00000019995,Q7L5A3,Q9UGI0
ENSG00000005238,ENSG00000036054,Q7L5A3,Q9NUY8
ENSG00000005238,ENSG00000061455,Q7L5A3,Q9NQX0
ENSG00000005238,ENSG00000064655,Q7L5A3,O00167
ENSG00000005238,ENSG00000066185,Q7L5A3,Q9H0C1
ENSG00000005238,ENSG00000070778,Q7L5A3,Q16825
ENSG00000005238,ENSG00000075399,Q7L5A3,Q9Y2B5
ENSG00000005238,ENSG00000076604,Q7L5A3,Q9BUZ4
ENSG00000005238,ENSG00000080561,Q7L5A3,Q9UJV3
ENSG00000005238,ENSG00000100151,Q7L5A3,Q9NRD5
