ID,Ontology Source,Term,GOLevels,GOGroups,Nr. Genes,% Associated Genes,Term PValue,Term PValue Corrected with Bonferroni step down,Group PValue,Group PValue Corrected with Bonferroni step down,Associated Genes Found,All Associated Genes,OverViewTerm,Genes Cluster #1,%Genes Cluster #1,Genes Cluster #2,%Genes Cluster #2
GO:0010632,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,regulation of epithelial cell migration,"[3, 4, 5, 6]","[Group22, Group25]",12,6.3492064,1.662344735988433E-8,4.870670076446109E-6,"{Group22=2.847544374645309E-12, Group25=2.971313981736144E-15}","{Group22=4.8408254368970256E-11, Group25=6.239759361645902E-14}","[AKT1, FGF2, GATA3, HDAC5, MAPK14, MEF2C, NOTCH1, PPARG, PTEN, SIRT1, SP1, SRC]","[ABL1, ACVRL1, ADAM17, ADAM9, ADGRB1, ADIPOR1, AGT, AGXT, AKT1, AKT3, ANGPT1, ANGPT2, ANGPT4, ANXA1, ANXA3, APOE, APOH, ARSB, ATOH8, ATP2B4, ATP5F1A, ATP5F1B, BCAR1, BMP10, BMP4, BMPER, BMPR2, CALR, CAPN7, CARD10, CD40, CLASP1, CLASP2, CLSTN1, CORO1C, CSNK2B, CXCL13, DAB2IP, DAND5, DCN, DLL4, DNAJA4, DOCK1, DOCK5, EGF, EMP2, ENPP2, EPB41L4B, ETS1, EVL, FGF1, FGF10, FGF13, FGF16, FGF18, FGF2, FGF4, FGF7, FGFBP1, FGFR1, FLT4, FOXP1, FUT1, GADD45A, GATA2, GATA3, GDF2, GFUS, GLIPR2, GLUL, GNPDA1, GPI, GPLD1, HDAC5, HDAC6, HDAC7, HDAC9, HIF1A, HMGB1, HMOX1, HRG, HSPB1, HYAL1, IFNG, IL4, INSL3, ITGB1BP1, ITGB3, JCAD, JUP, KDR, KLF4, KRIT1, LGMN, MAP2K3, MAP3K3, MAPK14, MARVELD3, MCC, MECP2, MEF2C, MEOX2, MET, MMP9, MMRN2, MTOR, NANOS3, NELL1, NF1, NOS3, NOTCH1, NR2F2, NRG1, NRP1, NUS1, NUS1P3, P2RX4, PDCD10, PDCD6, PDGFB, PDPK1, PFN1, PFN2, PIK3C2A, PIK3CB, PIK3CD, PIK3CG, PLCG1, PLPP3, PPARG, PPM1F, PRKCA, PRKCE, PRKD1, PRKD2, PROX1, PSG1, PTEN, PTK2, PTK2B, PTPN23, PTPRG, PTPRM, PTPRR, RAB11A, RAB25, RAC1, RGCC, RHOA, RHOB, RHOJ, RIN2, RNASE1, RNMT, ROCK2, RRAS, RREB1, RTN4, SASH1, SH3BP1, SIRT1, SLIT2, SMOC2, SOX9, SP1, SP100, SPAM1, SPARC, SRC, STARD13, STAT5A, STC1, SVBP, SYNJ2BP, TBXA2R, TDGF1, TDGF1P3, TEK, TGFB1, TGFB2, THBS1, TMSB4X, TNF, VASH1, VEGFA, VIL1, WNT5A, ZC3H12A, ZNF580]",FALSE,"[AKT1, FGF2, GATA3, HDAC5, MAPK14, MEF2C, NOTCH1, PPARG, PTEN, SIRT1, SP1, SRC]",88.91402163401672,[PTEN],11.085971321480882
GO:0010633,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,negative regulation of epithelial cell migration,"[3, 4, 5, 6, 7]","[Group10, Group25]",6,10.0,5.8045104783038826E-6,0.0014511276195759706,"{Group10=4.102073880360844E-9, Group25=2.971313981736144E-15}","{Group10=4.102073880360844E-8, Group25=6.239759361645902E-14}","[FGF2, HDAC5, MEF2C, NOTCH1, PPARG, PTEN]","[ACVRL1, ADGRB1, ADIPOR1, ANGPT2, ANGPT4, APOE, APOH, ATP2B4, BMP10, CARD10, CORO1C, CSNK2B, CXCL13, DAB2IP, DCN, DLL4, DNAJA4, EVL, FGF13, FGF2, GADD45A, GDF2, HDAC5, HMGB1, HRG, IL4, ITGB1BP1, JUP, KLF4, KRIT1, MARVELD3, MCC, MECP2, MEF2C, MEOX2, MMRN2, NOTCH1, NR2F2, NRG1, PDCD10, PFN2, PPARG, PTEN, PTPN23, PTPRG, PTPRM, PTPRR, RGCC, RHOA, SLIT2, SP100, STARD13, STC1, SVBP, SYNJ2BP, TBXA2R, TGFB1, THBS1, TNF, VASH1]",FALSE,"[FGF2, HDAC5, MEF2C, NOTCH1, PPARG, PTEN]",80.04074140535869,[PTEN],19.959267334060154
GO:0010634,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,positive regulation of epithelial cell migration,"[4, 5, 6, 7]",[Group25],7,5.46875,5.11910021309276E-5,0.010340582430447375,{Group25=2.971313981736144E-15},{Group25=6.239759361645902E-14},"[AKT1, FGF2, GATA3, MAPK14, SIRT1, SP1, SRC]","[ABL1, ADAM17, ADAM9, AGT, AGXT, AKT1, AKT3, ANGPT1, ANGPT4, ANXA1, ANXA3, ATOH8, ATP5F1A, ATP5F1B, BCAR1, BMP4, BMPR2, CALR, CAPN7, CD40, CLASP1, CLASP2, CLSTN1, DAND5, DOCK1, DOCK5, EGF, ENPP2, EPB41L4B, ETS1, FGF1, FGF10, FGF13, FGF16, FGF18, FGF2, FGF7, FGFBP1, FGFR1, FLT4, FOXP1, FUT1, GATA2, GATA3, GFUS, GLIPR2, GNPDA1, GPI, GPLD1, HDAC6, HDAC7, HDAC9, HIF1A, HMGB1, HMOX1, HSPB1, HYAL1, IFNG, INSL3, ITGB1BP1, ITGB3, JCAD, KDR, LGMN, MAP2K3, MAP3K3, MAPK14, MET, MMP9, MTOR, NANOS3, NELL1, NOS3, NRP1, NUS1, NUS1P3, P2RX4, PDCD6, PDGFB, PDPK1, PFN1, PIK3C2A, PIK3CB, PIK3CD, PIK3CG, PLCG1, PLPP3, PPM1F, PRKCA, PRKCE, PRKD1, PRKD2, PROX1, PSG1, PTK2B, RAB11A, RAB25, RAC1, RHOB, RHOJ, RIN2, RNASE1, RNMT, ROCK2, RRAS, RREB1, RTN4, SASH1, SIRT1, SMOC2, SOX9, SP1, SPAM1, SPARC, SRC, STAT5A, TDGF1, TDGF1P3, TEK, TGFB1, TGFB2, THBS1, TMSB4X, VEGFA, VIL1, WNT5A, ZC3H12A, ZNF580]",FALSE,"[AKT1, FGF2, GATA3, MAPK14, SIRT1, SP1, SRC]",99.99999761945435,[],0.0
GO:0010948,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,negative regulation of cell cycle process,"[3, 4, 5, 6]",[Group25],8,4.0609136,1.206517552739392E-4,0.021476012438761176,{Group25=2.971313981736144E-15},{Group25=6.239759361645902E-14},"[CCNB1, CDKN1A, CHEK2, FOXO4, MDM2, PTEN, SOX2, TP53]","[ABRAXAS1, ACVR1, ANAPC15, ANTXR1, APBB2, APC, ARTN, ATF2, ATF5, ATM, ATR, ATRX, BABAM1, BABAM2, BAZ1B, BLM, BMP4, BMP7, BRCA1, BRCC3, BRD7, BRSK1, BUB1B, C10orf99, CASP2, CCAR2, CCL2, CCNB1, CCND1, CCNF, CDC14B, CDC5L, CDC73, CDK2AP2, CDK5RAP2, CDK5RAP3, CDKN1A, CDKN1B, CDT1, CENATAC, CFH, CHEK1, CHEK2, CHFR, CHMP2A, CHMP4C, CLOCK, CLSPN, CRADD, CRLF3, DAB2IP, DACT1, DCUN1D3, DDX39B, DEPDC1B, DLG1, DNA2, DONSON, DTL, DUX4, DUX4L1, DUX4L2, DYNC1LI1, E2F1, ERCC4, ERCC6, ETAA1, FAM107A, FBXO31, FBXO5, FEM1B, FHL1, FOXN3, FOXO4, FZR1, GDNF, GEN1, GPER1, GPNMB, H2AX, HASPIN, HINFP, HLA-G, HPLH1, HUS1, IK, INHBA, INIP, INTS3, INTS7, JADE1, KANK2, KAT2A, KAT2B, KCNN4, KIF25, KLF4, KLHL22, KNTC1, LCMT1, LOC107987484, LOC107987485, LOC107987486, LOC107987487, MACROH2A1, MAD1L1, MAD2L1, MAD2L1BP, MAP3K20, MDM1, MDM2, METTL13, MMAB, MRNIP, MUC1, NAA10, NABP1, NABP2, NACC2, NAE1, NBN, NDC80, NEK11, NEK2, NKX3-1, NME6, NOP53, NPM1, PABIR1, PCID2, PIDD1, PINX1, PKD2, PLK1, POLR1B, PPP1R10, PRAP1, PRKD2, PRKDC, PROC, PRPF19, PTEN, RAD1, RAD17, RAD9A, RBM14, RBM14-RBM4, RFPL1, RFWD3, RGCC, RHNO1, RINT1, RNASE6, RPA2, RPA4, RPL26, RPS27L, RRAD, SDE2, SERPINA2, SETMAR, SLFN11, SMARCA5, SOX2, SUSD2, TAOK1, TAOK2, TAOK3, TFDP3, THOC1, THOC5, TIPIN, TIPRL, TMEM67, TNFSF13B, TNKS, TOM1L1, TOM1L2, TP53, TPR, TRIM37, TRIM39, TRIP13, UIMC1, USP28, USP47, VPS4A, WAC, WAPL, XRCC3, ZFYVE19, ZNF207, ZNF367, ZNF655, ZW10, ZWILCH, ZWINT]",FALSE,"[CCNB1, CDKN1A, CHEK2, FOXO4, MDM2, PTEN, SOX2, TP53]",64.05868406928934,"[PTEN, SOX2, TP53]",35.94132001285107
GO:0014902,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,myotube differentiation,[6],"[Group13, Group25]",4,14.285714,5.5486521113240874E-5,0.011041817701534933,"{Group13=8.829858344317151E-8, Group25=2.971313981736144E-15}","{Group13=7.063886675453721E-7, Group25=6.239759361645902E-14}","[HDAC1, HDAC5, MEF2C, MYOD1]","[ADGRB3, ATP11A, CCN3, CEACAM5, ERVFRD-1, ERVW-1, FLOT1, HDAC1, HDAC3, HDAC4, HDAC5, IGF1, LMOD3, MAML1, MEF2C, MYEF2, MYMK, MYMX, MYOD1, MYORG, NKX2-5, PIEZO1, PLD3, RBM24, RIPOR2, SKI, SMYD1, SORT1]",FALSE,"[HDAC1, HDAC5, MEF2C, MYOD1]",99.99999761945435,[],0.0
GO:0016055,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,Wnt signaling pathway,"[4, 5, 6, 7]","[Group12, Group25]",10,4.149378,1.3404425534944085E-5,0.0031366355751769157,"{Group12=1.5398057123522535E-8, Group25=2.971313981736144E-15}","{Group12=1.3858251411170282E-7, Group25=6.239759361645902E-14}","[CTNNB1, DDX3X, EGFR, GLI1, GLI3, HDAC1, PTEN, SMARCA4, SOX2, TERT]","[ADGRA2, ALPK2, AMER1, AMER2, AMFR, ANAPC2, APC, APC2, APCDD1, APOE, ARL4D, ARL6, ATP6AP2, ATP6V0C, ATP6V1C2, AXIN1, AXIN2, BAMBI, BICC1, BMP2, CAPRIN2, CAV1, CBY1, CCAR2, CCDC88C, CCL14, CCNY, CDC73, CDH15, CDH3, CDK14, CHD8, CMAHP, COL1A1, CPE, CSNK1A1, CSNK1D, CSNK1E, CSNK2A1, CSNK2A2, CTNNB1, CTNND1, CTNND2, CXXC4, CYLD, DAB2, DAB2IP, DACT1, DACT3, DAPK3, DCDC2, DDX3X, DEPDC1B, DISC1, DIXDC1, DKK1, DKK2, DKK3, DVL1, DVL1P1, DVL2, DVL3, EGF, EGFR, EMD, FAM53B, FERMT2, FRAT1, FRZB, FZD1, FZD10, FZD2, FZD3, FZD4, FZD5, FZD6, FZD7, FZD8, FZD9, GID8, GLI1, GLI3, GNAQ, GPC3, GPC4, GRB10, GREM1, GSK3B, GSKIP, HDAC1, HHEX, HIC1, ILK, INVS, ITGA3, JADE1, JRK, KANK1, KLHL12, LATS1, LATS2, LEF1, LGR4, LGR5, LGR6, LRP4, LRP5, LRP6, LRRK1, LRRK2, MAD2L2, MCC, MDFIC, MLLT3, MRPS12, MYOC, NCOA3, NFKB1, NKD1, NKD2, NOG, NOTUM, NPHP3, NPHP3-ACAD11, NPHP4, NRARP, NXN, OTUD5, PDZD2, PFDN5, PIN1, PKD1, PLEKHA4, PPM1A, PRICKLE1, PRKN, PROC, PTEN, PTK7, PTPRU, RAB5A, RAC3, RBMS3, RNF146, RNF213, RNF220, RNF43, RNU6-664P, ROR1, RORA, RPS12, RSPO1, RSPO2, RSPO3, RSPO4, RUVBL1, RUVBL2, SALL1, SCEL, SCYL2, SDHAF2, SFRP1, SFRP2, SFRP4, SFRP5, SIAH1, SIAH2, SLC25A23, SLC9A3R1, SMARCA4, SNAI2, SNX3, SOST, SOSTDC1, SOX13, SOX17, SOX2, SOX30, SOX7, SPIN1, SPNS1, STK11, STK24, STK3, STK4, STRN, SULF1, SULF2, TBL1X, TBL1XR1, TCF7L2, TERT, TGFB1, TLE1, TLE2, TLE5, TLR2, TMEM131L, TMEM170B, TMEM198, TMEM237, TMEM88, TMEM9, TMX2-CTNND1, TNKS, TNKS2, TRABD2A, TRABD2B, TRPM4, UBAC2, UBR5, USP34, USP47, USP8, VCP, VGLL4, WLS, WNK1, WNK2, WNT1, WNT10A, WNT10B, WNT11, WNT2, WNT2B, WNT3, WNT3A, WNT4, WNT5A, WNT7A, WNT7B, WNT8A, WNT8B, WNT9A, WNT9B, WWOX, WWTR1, XIAP, ZEB2, ZNRF3, ZRANB1]",FALSE,"[CTNNB1, DDX3X, EGFR, GLI1, GLI3, HDAC1, PTEN, SMARCA4, SOX2, TERT]",62.559696707143594,"[DDX3X, PTEN, SOX2, TERT]",37.44030419484363
GO:0016441,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,post-transcriptional gene silencing,"[5, 6, 7]",[Group23],5,8.064516,1.0381893290300928E-4,0.01889504578834769,{Group23=7.69912343049403E-14},{Group23=1.5398246860988062E-12},"[EGFR, ESR1, POU5F1, PPARG, TP53]","[2477, AGO1, AGO2, AGO3, AGO4, AJUBA, BCDIN3D, BMP4, CELF1, CLP1, CNOT1, COLEC12, DDX5, DDX6, DHX9, DICER1, DND1, EGFR, EIF4E2, EIF4ENIF1, EIF4G1, EIF6, ELAVL1, ESR1, FMR1, FMR1-IT1, FRAXA, FXR1, GIGYF2, HEXIM1, HOXB-AS3, IL6, LIMD1, LIN28B, MAP2K1, MAP2K2, MOV10, NCOR1, NCOR2, POU5F1, POU5F1P3, POU5F1P4, PPARG, PUM1, PUM2, RBM4, RIPK1, STAT3, TARBP2, TGFB1, TIAL1, TNF, TNRC6A, TNRC6B, TNRC6C, TP53, TRUB1, WTIP, XPO5, ZC3H10, ZC3H12A, ZFP36]",FALSE,"[EGFR, ESR1, POU5F1, PPARG, TP53]",76.9682754136865,[TP53],23.03172646704877
GO:0016573,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,histone acetylation,"[6, 7, 9, 10]","[Group24, Group25]",7,5.5555553,4.628369681943187E-5,0.009441874151164101,"{Group24=1.6683457571419606E-16, Group25=2.971313981736144E-15}","{Group24=3.670360665712314E-15, Group25=6.239759361645902E-14}","[BRCA2, CREBBP, EID1, EP300, HDAC5, SIRT1, SPI1]","[ACTB, ACTL6A, ARRB1, ATF2, ATXN7, ATXN7L3, AUTS2, AUTS8, BEND3, BRCA1, BRCA2, BRD1, BRD7, BRD8, BRPF1, BRPF3, CAMK1, CLOCK, CREBBP, CTBP1, DMAP1, DR1, EID1, ENY2, EP300, EP400, EPC1, EPC2, FOXP3, GDNF, GLYR1, HAT1, HCFC1, HDAC5, ING3, ING4, ING5, IWS1, JADE1, JADE2, JADE3, KANSL1, KANSL2, KANSL3, KAT14, KAT2A, KAT2B, KAT5, KAT6A, KAT6B, KAT7, KAT8, KMT2A, LEF1, LIF, MAP3K7, MAPK3, MBIP, MBTD1, MCM3AP, MCRS1, MEAF6, MORF4L1, MORF4L2, MRGBP, MSL1, MSL2, MSL3, MUC1, NAA40, NAA50, NAA60, NCOA3, NFYA, NFYB, NFYC, NOC2L, OGT, PARK7, PER1, PHF20, PIH1D1, POLE3, POTEF, PWWP2A, RAPGEF3, RPS6KA4, RPS6KA5, RUVBL1, RUVBL2, SDR16C5, SGF29, SIN3A, SIRT1, SMARCB1, SNCA, SPHK2, SPI1, SUPT3H, SUPT7L, TADA1, TADA2A, TADA3, TAF1, TAF10, TAF12, TAF2, TAF4, TAF5, TAF5L, TAF6, TAF6L, TAF7, TAF9, THAP7, TMEM98, TRIM16, TRRAP, USP22, VPS72, WBP2, WDR5, YEATS2, YEATS4, ZNF451, ZZZ3]",FALSE,"[BRCA2, CREBBP, EID1, EP300, HDAC5, SIRT1, SPI1]",82.38993397041915,[CREBBP],17.610060885900634
GO:0018076,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,N-terminal peptidyl-lysine acetylation,"[6, 7, 8, 9]","[Group24, Group25]",3,75.0,1.6905982214366075E-6,4.3786493935208136E-4,"{Group24=1.6683457571419606E-16, Group25=2.971313981736144E-15}","{Group24=3.670360665712314E-15, Group25=6.239759361645902E-14}","[CREBBP, EP300, SOX4]","[CREBBP, EP300, KAT2B, SOX4]",FALSE,"[CREBBP, EP300, SOX4]",66.72326461015246,[CREBBP],33.27674012939886
GO:0018205,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,peptidyl-lysine modification,"[6, 7]","[Group24, Group25]",12,4.347826,1.0349495748144155E-6,2.773664860502633E-4,"{Group24=1.6683457571419606E-16, Group25=2.971313981736144E-15}","{Group24=3.670360665712314E-15, Group25=6.239759361645902E-14}","[BCOR, BRCA2, CREBBP, CTNNB1, EID1, EP300, HDAC5, KMT2D, MDM2, SIRT1, SOX4, SPI1]","[ACTB, ACTL6A, ANTKMT, ARRB1, ASH1L, ASH2L, ATAT1, ATF2, ATPSCKMT, ATRX, ATXN7, ATXN7L3, AUTS2, AUTS8, BAG6, BCOR, BEND3, BLOC1S1, BRCA1, BRCA2, BRD1, BRD4, BRD7, BRD8, BRPF1, BRPF3, CAMK1, CAPN3, CBX4, CDKN2A, CHD5, CHD6, CLOCK, CREBBP, CSKMT, CTBP1, CTCFL, CTH, CTNNB1, CTR9, CXXC1, DHPS, DMAP1, DNMT1, DNMT3B, DOHH, DOT1L, DPY30, DR1, EEF1AKMT1, EEF1AKMT2, EEF1AKMT3, EEF2KMT, EGR1, EHMT1, EHMT2, EID1, ENY2, EP300, EP400, EPC1, EPC2, ESCO1, ETFBKMT, EZH2, EZHIP, FOXP3, GCSH, GDNF, GET1, GLYR1, GNL3, GNL3L, H1-5, HAT1, HCFC1, HDAC10, HDAC4, HDAC5, HDAC6, HDAC9, HINT1, IFIH1, ING3, ING4, ING5, IWS1, JADE1, JADE2, JADE3, JMJD6, KALRN, KANSL1, KANSL2, KANSL3, KAT14, KAT2A, KAT2B, KAT5, KAT6A, KAT6B, KAT7, KAT8, KIAA1586, KLF15, KMT2A, KMT2B, KMT2C, KMT2D, KMT2E, KMT5A, LEF1, LIF, LIPT2, LOX, LOXL2, LOXL3, MACROH2A1, MAGEA2, MAP3K7, MAPK3, MBIP, MBTD1, MCM3AP, MCRS1, MDM2, MEAF6, MEN1, METTL18, METTL21A, METTL21C, MORF4L1, MORF4L2, MRGBP, MSL1, MSL2, MSL3, MUC1, MUL1, MYB, N6AMT1, NAA40, NAA50, NAA60, NAT8, NAT8B, NCOA3, NDUFAB1, NFYA, NFYB, NFYC, NOC2L, NSD1, NSD3, NSMCE2, OGT, PARK7, PAXIP1, PER1, PHF1, PHF19, PHF20, PIAS1, PIAS2, PIAS3, PIAS4, PIH1D1, PLOD1, PLOD2, PLOD3, PML, POLE3, POTEF, PRDM12, PRDM5, PRDM7, PRDM9, PWWP2A, RANBP2, RANGAP1, RAPGEF3, RBBP5, RNF113A, RPS6KA4, RPS6KA5, RUVBL1, RUVBL2, RWDD3, SAE1, SDR16C5, SENP1, SENP2, SENP3, SENP6, SETD1A, SETD1B, SETD2, SETD3, SETD4, SETD6, SETD7, SETDB2, SETMAR, SGF29, SIN3A, SIRT1, SIRT2, SIRT3, SIRT5, SIRT7, SMARCB1, SMYD2, SNCA, SNW1, SOX4, SPHK2, SPI1, STX1A, SUMO1, SUMO1P1, SUMO2, SUMO3, SUMO4, SUPT3H, SUPT6H, SUPT7L, TADA1, TADA2A, TADA3, TAF1, TAF10, TAF12, TAF2, TAF4, TAF5, TAF5L, TAF6, TAF6L, TAF7, TAF9, TET2, TET3, THAP7, TMEM98, TOPORS, TRIM16, TRIM27, TRIM28, TRMT112, TRPM4, TRRAP, TTLL12, UBA2, UBE2I, UHRF2, USP22, USPL1, VCPKMT, VIPAS39, VPS33B, VPS72, VSIG2, WBP2, WDR5, WDR61, WDR82, WDR82P1, YEATS2, YEATS4, ZBED1, ZMIZ1, ZNF274, ZNF304, ZNF335, ZNF451, ZZZ3]",FALSE,"[BCOR, BRCA2, CREBBP, CTNNB1, EID1, EP300, HDAC5, KMT2D, MDM2, SIRT1, SOX4, SPI1]",72.7777756603605,"[BCOR, CREBBP, KMT2D]",27.222219363765316
GO:0018393,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,internal peptidyl-lysine acetylation,"[8, 9]","[Group24, Group25]",7,5.3846154,5.651719185729541E-5,0.011190403987744492,"{Group24=1.6683457571419606E-16, Group25=2.971313981736144E-15}","{Group24=3.670360665712314E-15, Group25=6.239759361645902E-14}","[BRCA2, CREBBP, EID1, EP300, HDAC5, SIRT1, SPI1]","[ACTB, ACTL6A, ARRB1, ATAT1, ATF2, ATXN7, ATXN7L3, AUTS2, AUTS8, BAG6, BEND3, BRCA1, BRCA2, BRD1, BRD7, BRD8, BRPF1, BRPF3, CAMK1, CLOCK, CREBBP, CTBP1, DMAP1, DR1, EID1, ENY2, EP300, EP400, EPC1, EPC2, FOXP3, GDNF, GLYR1, HAT1, HCFC1, HDAC5, ING3, ING4, ING5, IWS1, JADE1, JADE2, JADE3, KANSL1, KANSL2, KANSL3, KAT14, KAT2A, KAT2B, KAT5, KAT6A, KAT6B, KAT7, KAT8, KMT2A, LEF1, LIF, MAP3K7, MAPK3, MBIP, MBTD1, MCM3AP, MCRS1, MEAF6, MORF4L1, MORF4L2, MRGBP, MSL1, MSL2, MSL3, MUC1, NAA40, NAA50, NAA60, NAT8, NAT8B, NCOA3, NFYA, NFYB, NFYC, NOC2L, OGT, PARK7, PER1, PHF20, PIH1D1, POLE3, POTEF, PWWP2A, RAPGEF3, RPS6KA4, RPS6KA5, RUVBL1, RUVBL2, SDR16C5, SGF29, SIN3A, SIRT1, SMARCB1, SNCA, SPHK2, SPI1, SUPT3H, SUPT7L, TADA1, TADA2A, TADA3, TAF1, TAF10, TAF12, TAF2, TAF4, TAF5, TAF5L, TAF6, TAF6L, TAF7, TAF9, THAP7, TMEM98, TRIM16, TRRAP, USP22, VPS72, WBP2, WDR5, YEATS2, YEATS4, ZNF451, ZZZ3]",FALSE,"[BRCA2, CREBBP, EID1, EP300, HDAC5, SIRT1, SPI1]",82.38993397041915,[CREBBP],17.610060885900634
GO:0018394,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,peptidyl-lysine acetylation,"[7, 8]","[Group24, Group25]",8,5.970149,7.582285104735685E-6,0.0018652421357649785,"{Group24=1.6683457571419606E-16, Group25=2.971313981736144E-15}","{Group24=3.670360665712314E-15, Group25=6.239759361645902E-14}","[BRCA2, CREBBP, EID1, EP300, HDAC5, SIRT1, SOX4, SPI1]","[ACTB, ACTL6A, ARRB1, ATAT1, ATF2, ATXN7, ATXN7L3, AUTS2, AUTS8, BAG6, BEND3, BLOC1S1, BRCA1, BRCA2, BRD1, BRD7, BRD8, BRPF1, BRPF3, CAMK1, CLOCK, CREBBP, CTBP1, DMAP1, DR1, EID1, ENY2, EP300, EP400, EPC1, EPC2, ESCO1, FOXP3, GDNF, GLYR1, HAT1, HCFC1, HDAC5, ING3, ING4, ING5, IWS1, JADE1, JADE2, JADE3, KANSL1, KANSL2, KANSL3, KAT14, KAT2A, KAT2B, KAT5, KAT6A, KAT6B, KAT7, KAT8, KLF15, KMT2A, LEF1, LIF, MAP3K7, MAPK3, MBIP, MBTD1, MCM3AP, MCRS1, MEAF6, MORF4L1, MORF4L2, MRGBP, MSL1, MSL2, MSL3, MUC1, NAA40, NAA50, NAA60, NAT8, NAT8B, NCOA3, NFYA, NFYB, NFYC, NOC2L, OGT, PARK7, PER1, PHF20, PIH1D1, POLE3, POTEF, PWWP2A, RAPGEF3, RPS6KA4, RPS6KA5, RUVBL1, RUVBL2, SDR16C5, SGF29, SIN3A, SIRT1, SMARCB1, SNCA, SOX4, SPHK2, SPI1, SUPT3H, SUPT7L, TADA1, TADA2A, TADA3, TAF1, TAF10, TAF12, TAF2, TAF4, TAF5, TAF5L, TAF6, TAF6L, TAF7, TAF9, THAP7, TMEM98, TRIM16, TRRAP, USP22, VPS72, WBP2, WDR5, YEATS2, YEATS4, ZNF451, ZZZ3]",FALSE,"[BRCA2, CREBBP, EID1, EP300, HDAC5, SIRT1, SOX4, SPI1]",84.24437390587076,[CREBBP],15.755625984855225
GO:0030111,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,regulation of Wnt signaling pathway,"[4, 5, 6, 7, 8]","[Group12, Group25]",8,4.1666665,1.0088444618255076E-4,0.01856273809758934,"{Group12=1.5398057123522535E-8, Group25=2.971313981736144E-15}","{Group12=1.3858251411170282E-7, Group25=6.239759361645902E-14}","[DDX3X, EGFR, GLI1, GLI3, HDAC1, SMARCA4, SOX2, TERT]","[ADGRA2, ALPK2, AMER1, AMER2, AMFR, ANAPC2, APC, APC2, APCDD1, APOE, ATP6AP2, ATP6V0C, ATP6V1C2, AXIN1, AXIN2, BAMBI, BICC1, BMP2, CAPRIN2, CAV1, CBY1, CCAR2, CCDC88C, CCL14, CCNY, CDC73, CDH15, CDH3, CDK14, CHD8, CMAHP, COL1A1, CSNK1A1, CSNK1D, CSNK2A1, CSNK2A2, CTNND1, CTNND2, CXXC4, CYLD, DAB2, DAB2IP, DACT1, DACT3, DAPK3, DCDC2, DDX3X, DEPDC1B, DISC1, DKK1, DKK2, DKK3, EGF, EGFR, EMD, FAM53B, FRAT1, FRZB, FZD6, FZD7, GID8, GLI1, GLI3, GNAQ, GPC3, GRB10, GREM1, GSK3B, GSKIP, HDAC1, HHEX, HIC1, ILK, INVS, ITGA3, JADE1, JRK, KANK1, LATS1, LATS2, LGR4, LGR5, LGR6, LRP4, LRRK1, LRRK2, MAD2L2, MCC, MDFIC, MLLT3, MRPS12, NFKB1, NKD1, NKD2, NOG, NOTUM, NPHP3, NPHP3-ACAD11, NPHP4, NRARP, OTUD5, PDZD2, PFDN5, PIN1, PLEKHA4, PPM1A, PRICKLE1, PRKN, PROC, PTK7, PTPRU, RBMS3, RNF146, RNF213, RNF220, RNF43, RPS12, RSPO1, RSPO2, RSPO3, RSPO4, RUVBL1, RUVBL2, SALL1, SCEL, SCYL2, SDHAF2, SFRP1, SFRP2, SFRP4, SFRP5, SIAH2, SLC25A23, SLC9A3R1, SMARCA4, SNAI2, SNX3, SOST, SOSTDC1, SOX13, SOX17, SOX2, SOX30, SOX7, SPIN1, SPNS1, STK11, STK24, STK3, STK4, SULF1, SULF2, TBL1X, TBL1XR1, TCF7L2, TERT, TGFB1, TLE1, TLE2, TLE5, TLR2, TMEM131L, TMEM170B, TMEM198, TMEM237, TMEM88, TMEM9, TMX2-CTNND1, TNKS, TNKS2, TRABD2A, TRABD2B, TRPM4, UBAC2, UBR5, USP34, USP47, USP8, VCP, VGLL4, WLS, WNK1, WNK2, WNT11, WNT3A, WNT5A, WWOX, WWTR1, XIAP, ZEB2, ZNRF3, ZRANB1]",FALSE,"[DDX3X, EGFR, GLI1, GLI3, HDAC1, SMARCA4, SOX2, TERT]",64.05868406928934,"[DDX3X, SOX2, TERT]",35.94132001285107
