"% Associated Genes","% Common Gene","%Genes Cluster #","%Genes Cluster #1","%Genes Cluster #2","All Associated Genes","Associated Genes Found","CEREBRAL_DOWNSTRAM_INFO","CEREBRAL_DOWNSTRAM_INFO_ALL","CEREBRAL_LOCALIZATION_INFO","CEREBRAL_LOCALIZATION_INFO_ALL","Cluster","Common Genes","ENSEMBL_GENE_ID","Genes Cluster #1","Genes Cluster #2","GeneType","GOGroups","GOLevels","Group PValue","Group PValue Corrected with Bonferroni step down","ID","Input Gene ID","name","Nr. Genes","Ontology Source","OverViewTerm","selected","shared name","Term","Term PValue","Term PValue Corrected with Bonferroni step down","UniProtKB_AC","UNIQUE_ID"
"6.666666507720947",,"182.1907027341075","17.80929996338605","82.19070273410752","[ACIN1, ADIPOQ, AGER, AMBRA1, ANXA1, APCS, AXL, BCL6, BMP4, C1QC, CALCA, CASP8, CCL3, CCR1, CD4, CD46, CD74, CDK6, CR1, CSF1, CTLA4, CTNNBIP1, DUSP10, EVI2B, FADD, FBN1, FBXW7, FCRL3, FES, FOXO3, FOXP1, FOXP3, FSTL3, GAS6, GPR55, HAX1, HCLS1, HLA-B, HLA-DRA, HLA-DRB1, HLA-G, HMGB1, HOXA7, HSF1, IFNA2, IFNB1, IFNG, IFNL1, IL10, IL12B, IL17A, IL17F, IL2, IL23A, IL27, IL34, IL4, IL4I1, KAT5, LEF1, LGALS1, LGALS3, LGALS9, LIF, LILRA6, LILRB1, LILRB2, LILRB3, LILRB4, MDK, MMDK, MYB, MYC, MYDGF, NKAP, PF4, PNP, PPY, PRELID1, PRXL2A, PSG4, PSG9, RARA, RHOH, RIPK1, RUNX1, SART1, SFRP1, SOCS1, SYK, TCTA, TESC, TLR9, TMEM131L, TNF, TNFAIP6, TNFSF11, TRAF6, VSIR, XBP1, XBP1P1, ZAP70, ZC3H8, ZFP36L1, ZNF675]","[CCR1, CDK6, LEF1, MYC, RUNX1, SYK, TNF]","","","","","Specific for Cluster #2","","","[LEF1]","[CCR1, CDK6, LEF1, MYC, RUNX1, SYK, TNF]","","[Group11]","[4, 5, 6, 7, 8, 9]","{Group11=1.3139562641167055E-6}","{Group11=9.197693848816938E-6}","GO:1902105","","regulation%20of%20leukocyte%20differentiation","7","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","FALSE","false","regulation%20of%20leukocyte%20differentiation","regulation of leukocyte differentiation","4.422187924981628E-5","0.002697534634238793","","GO:1902105"
"20.0",,"200.00000160012485","0.0","100.00000160012483","[ABCA2, ABCG1, CASP3, DAND5, EFNA1, EPHA4, GSAP, GSK3A, IFNG, LRRTM3, PICALM, PSG1, ROCK2, SLC2A13, SP1]","[EFNA1, GSK3A, SP1]","","","","","Specific for Cluster #2","","","[]","[EFNA1, GSK3A, SP1]","","[Group01]","[5, 6, 7, 8, 9]","{Group01=3.028549618424532E-4}","{Group01=9.085648855273596E-4}","GO:1902004","","positive%20regulation%20of%20amyloid-beta%20formation","3","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","TRUE","false","positive%20regulation%20of%20amyloid-beta%20formation","positive regulation of amyloid-beta formation","3.028549618424532E-4","0.013628473282910393","","GO:1902004"
"11.11111068725586",,"179.82143118020036","20.178573222076658","79.82143118020035","[ADAM17, ADAMTS1, AIF1, AKT1, ANKRD17, BRD4, CCNB1, CCND1, CCND2, CDC7, CDCA5, CDK1, CDK4, CDT1, CENPJ, CPSF3, CUL3, DBF4B, DDX3X, DTL, EGFR, EIF4G1, FBXO5, FGF10, HYAL1, KLHL18, KMT2E, LSM10, LSM11, MAD2L1BP, MBLAC1, MECP2, NSMCE2, PHB2, PRAP1, RAB11A, RAD51B, RAD51C, RB1, RCC2, RGCC, RPTOR, RRM1, RRM2, RRM2B, SASS6, SPAM1, STIL, STOX1, TFDP1, TNFSF13B, UBE2C, UBE2E2, VPS4B]","[AKT1, CCNB1, CCND1, CDK1, DDX3X, MECP2]","","","","","Specific for Cluster #2","","","[DDX3X]","[AKT1, CCNB1, CCND1, CDK1, DDX3X, MECP2]","","[Group14]","[5, 6, 7, 8]","{Group14=1.0130489753742884E-11}","{Group14=1.215658770449146E-10}","GO:1901992","","positive%20regulation%20of%20mitotic%20cell%20cycle%20phase%20transition","6","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","FALSE","false","positive%20regulation%20of%20mitotic%20cell%20cycle%20phase%20transition","positive regulation of mitotic cell cycle phase transition","8.568617234342884E-6","6.169404408726876E-4","","GO:1901992"
"6.956521511077881",,"172.5060807095103","27.493918055785866","72.50608070951027","[ABRAXAS1, ACVR1, ANAPC15, APC, ARTN, ATM, BABAM1, BABAM2, BLM, BRCA1, BRCC3, BRD7, BRSK1, BUB1B, CASP2, CCL2, CCNB1, CCND1, CDC14B, CDC73, CDK2AP2, CDK5RAP2, CDK5RAP3, CDKN1A, CDT1, CFH, CHEK1, CHFR, CHMP4C, CLSPN, CRADD, CRLF3, DACT1, DCUN1D3, DEPDC1B, DLG1, DONSON, DTL, DYNC1LI1, FAM107A, FBXO31, FBXO5, FHL1, FOXN3, FZR1, GEN1, GPNMB, HASPIN, HPLH1, IK, INHBA, INIP, INTS3, JADE1, KANK2, KCNN4, KLF4, KLHL22, KNTC1, LCMT1, MAD1L1, MAD2L1, MAD2L1BP, MDM2, MRNIP, MUC1, NABP1, NABP2, NACC2, NAE1, NBN, NDC80, NOP53, PABIR1, PCID2, PIDD1, PINX1, PKD2, PLK1, POLR1B, PRAP1, PRKD2, PRKDC, PROC, PTEN, RFPL1, RFWD3, RGCC, RINT1, RPA2, RPL26, RPS27L, SDE2, SLFN11, TAOK1, TAOK2, TAOK3, TFDP3, TNFSF13B, TP53, TPR, TRIM39, TRIP13, UIMC1, USP47, VPS4A, WAC, XRCC3, ZFYVE19, ZNF207, ZNF367, ZNF655, ZW10, ZWILCH, ZWINT]","[APC, ATM, CCNB1, CCND1, CHEK1, KLF4, PRKDC, PTEN]","","","","","Specific for Cluster #2","","","[APC, ATM]","[APC, ATM, CCNB1, CCND1, CHEK1, KLF4, PRKDC, PTEN]","","[Group14]","[5, 6, 7, 8]","{Group14=1.0130489753742884E-11}","{Group14=1.215658770449146E-10}","GO:1901991","","negative%20regulation%20of%20mitotic%20cell%20cycle%20phase%20transition","8","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","FALSE","false","negative%20regulation%20of%20mitotic%20cell%20cycle%20phase%20transition","negative regulation of mitotic cell cycle phase transition","8.985949331338534E-6","6.380024025250359E-4","","GO:1901991"
"7.936507701873779",,"176.72502627626136","23.27497572203881","76.72502627626136","[ACVR1, ACVR1B, ACVR2A, ACVR2B, ACVRL1, BMP10, BMP2, BMP4, BMP5, BMP6, BMP7, BMPR1A, BMPR2, C20orf27, CCN1, CCNA2, CDH5, CDKN1C, CDKN2B, CREBBP, CSNK2B, DAB2, ENG, EP300, FBXL15, FLCN, GDF2, GDF5, GDF6, GDF7, HFE, HIPK2, HSP90AB1, ING2, ING3, INGX, INHBA, JAK2, KIAA0319, LRG1, MEN1, NODAL, NUP93, PPARG, PPP3CA, RBPMS, SCUBE3, SDCBP, SH2B1, SLC2A10, SMAD2, SMAD4, SNW1, STK11, SULF1, TGFB1, TGFB1I1, TGFBR1, TGFBR2, THBS1, TWSG1, UBE2O, ZEB2]","[CSNK2B, EP300, PPARG, STK11, TGFB1]","","","","","Specific for Cluster #2","","","[CSNK2B]","[CSNK2B, EP300, PPARG, STK11, TGFB1]","","[Group13]","[4, 5, 6, 7, 8, 9]","{Group13=1.2353589111825506E-15}","{Group13=1.605966584537316E-14}","GO:0090100","","positive%20regulation%20of%20transmembrane%20receptor%20protein%20serine/threonine%20kinase%20signaling%20pathway","5","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","FALSE","false","positive%20regulation%20of%20transmembrane%20receptor%20protein%20serine/threonine%20kinase%20signaling%20pathway","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","2.546350999855808E-4","0.011967849699322299","","GO:0090100"
"6.976744174957275",,"185.57753304443565","14.42246350109016","85.57753304443567","[ADAM17, ADAM9, ADIPOQ, ADRA2A, ADRB2, AKT1, ALS2, ARHGEF5, ATP2B4, CAB39, CAMK1, CCNB1, CCND1, CCND2, CCND3, CCNY, CD24, CD40, CD40LG, CDK5R1, CEMIP, CMC4, DAB2IP, DDX3X, DIPK2A, DIRAS1, DIRAS2, DKK1, DRD4, DVL2, DVL3, EDN1, EDN3, EGF, EGFR, EPGN, ERBB2, ERN1, ERP29, ETAA1, EZH2, FAM20A, FERMT2, FGF1, FGF13, FGF18, FGF2, FGFR1, FLT1, FZD10, HMGA2, HRAS, HTR2B, IFNG, IL1B, IL34, INSR, IQGAP1, IRGM, LRRK2, LTF, MAP2K1, MAP2K2, MAP3K10, MAP3K11, MAP3K4, MAP3K5, MAP3K7, MAP4K2, MLST8, MST1R, MTCP1, NEK10, NRXN1, NTF3, NTRK3, PAK1, PARP16, PDCD10, PDGFA, PDGFB, PIH1D1, PIK3CG, PKD1, PKD2, PKN1, PPP2CA, PRKD2, PROX1, PSMD10, RALB, RAPGEF2, RASGRP1, RGCC, RHOA, RNU1-93P, ROBO1, RPS3, RPTOR, SASH1, SH2D1A, SIRT1, SNCA, SPRY2, SRC, STRADA, SYAP1, TAB1, TANK, TAOK3, TCIM, TCL1A, TCL1B, TDGF1, TDGF1P3, TELO2, TGFA, TGFB1, THBS1, TLR6, TLR9, TNF, TNFRSF11A, TNFSF11, TPD52L1, TRAF2, TRAF6, VEGFA, WNT5A]","[AKT1, CCNB1, CCND1, DDX3X, EZH2, FGFR1, SIRT1, TGFB1, TNF]","","","","","Specific for Cluster #2","","","[DDX3X]","[AKT1, CCNB1, CCND1, DDX3X, EZH2, FGFR1, SIRT1, TGFB1, TNF]","","[Group10, Group14]","[8, 9, 10, 11]","{Group10=2.994293552985586E-11, Group14=1.0130489753742884E-11}","{Group10=3.293722908284145E-10, Group14=1.215658770449146E-10}","GO:0071902","","positive%20regulation%20of%20protein%20serine/threonine%20kinase%20activity","9","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","FALSE","false","positive%20regulation%20of%20protein%20serine/threonine%20kinase%20activity","positive regulation of protein serine/threonine kinase activity","2.3418468676410926E-6","1.7563851507308194E-4","","GO:0071902"
"8.0",,"179.82143118020036","20.178573222076658","79.82143118020035","[ABL1, AGT, AGXT, AIDA, ANKS1B, APC, APOE, BMP2, BMP4, BMP7, CAV3, CBLC, CD300A, CDK5RAP1, CDK5RAP3, CDKN1B, CDKN2A, CDKN2B, CDKN2C, CDKN2D, DAB2IP, DEFB114, DNAJA1, DUSP1, DUSP10, DUSP12, DUSP16, DUSP7, GADD45A, GBA, GBAP1, GSTP1, HEG1, HEXIM1, HEXIM2, HHEX, HYAL2, INCA1, INPP5K, IRAK3, LATS1, LATS2, LAX1, LRP5, LRP6, MACROH2A1, MEN1, MYOCD, NPPA, NR2F2, PAQR3, PKIA, PLK1, PPARG, PRKAG2, PRKAR1A, PRKAR1B, PRKAR2A, PRKAR2B, PRKCD, PRKCH, PROC, PTEN, PTPN1, PTPN22, PTPRJ, PYCARD, RASIP1, SERPINB3, SIRT1, SMPD1, STK38, TFAP4, UCHL1, ZNF675]","[ABL1, APC, CDKN2A, PPARG, PTEN, SIRT1]","","","","","Specific for Cluster #2","","","[APC]","[ABL1, APC, CDKN2A, PPARG, PTEN, SIRT1]","","[Group10, Group14]","[8, 9, 10, 11]","{Group10=2.994293552985586E-11, Group14=1.0130489753742884E-11}","{Group10=3.293722908284145E-10, Group14=1.215658770449146E-10}","GO:0071901","","negative%20regulation%20of%20protein%20serine/threonine%20kinase%20activity","6","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","FALSE","false","negative%20regulation%20of%20protein%20serine/threonine%20kinase%20activity","negative regulation of protein serine/threonine kinase activity","5.734754394469682E-5","0.0033261575487924153","","GO:0071901"
"6.422018527984619",,"182.19069727467627","17.809298780421972","82.19069727467627","[ABL1, ADAM17, ADAM9, ADIPOQ, ADRA2A, ADRB2, AGT, AGXT, AIDA, AKT1, ALS2, ANKS1B, APC, APOE, ARHGEF5, ATP2B4, BCCIP, BLM, BMP2, BMP4, BMP7, CAB39, CAMK1, CAV3, CBLC, CCNB1, CCND1, CCND2, CCND3, CCNY, CD24, CD300A, CD40, CD40LG, CDK12, CDK5R1, CDK5RAP1, CDK5RAP3, CDKN1B, CDKN2A, CDKN2B, CDKN2C, CDKN2D, CEMIP, CMC4, DAB2IP, DDX3X, DEFB114, DIPK2A, DIRAS1, DIRAS2, DKK1, DNAJA1, DRD4, DUSP1, DUSP10, DUSP12, DUSP16, DUSP7, DVL2, DVL3, EDN1, EDN3, EGF, EGFR, EPGN, ERBB2, ERN1, ERP29, ETAA1, EZH2, FAM20A, FERMT2, FGF1, FGF13, FGF16, FGF18, FGF2, FGFR1, FLT1, FZD10, GADD45A, GBA, GBAP1, GSTP1, GTPBP4, HEG1, HEXIM1, HEXIM2, HGS, HHEX, HMGA2, HRAS, HTR2B, HTT, HYAL2, IFNG, IL1B, IL34, INCA1, INPP5K, INSR, IQGAP1, IRAK3, IRGM, LATS1, LATS2, LAX1, LRP5, LRP6, LRRK2, LTF, MACROH2A1, MAP2K1, MAP2K2, MAP3K10, MAP3K11, MAP3K4, MAP3K5, MAP3K7, MAP4K2, MEN1, MLST8, MST1, MST1R, MTCP1, MYOCD, NEK10, NPPA, NR2F2, NRXN1, NTF3, NTRK3, PAK1, PAQR3, PARP16, PDCD10, PDGFA, PDGFB, PIH1D1, PIK3CG, PKD1, PKD2, PKIA, PKN1, PLK1, PPARG, PPP2CA, PRKAG2, PRKAR1A, PRKAR1B, PRKAR2A, PRKAR2B, PRKCD, PRKCH, PRKD2, PROC, PROX1, PSMD10, PTEN, PTPN1, PTPN22, PTPRJ, PYCARD, RALB, RAPGEF2, RASGRP1, RASIP1, RGCC, RHOA, RNU1-93P, ROBO1, RPS3, RPTOR, SASH1, SERPINB3, SH2D1A, SIRT1, SLC6A4, SMPD1, SNCA, SNF8, SOS1, SPRY2, SRC, STK38, STK4, STRADA, SYAP1, TAB1, TANK, TAOK3, TCIM, TCL1A, TCL1B, TDGF1, TDGF1P3, TELO2, TFAP4, TGFA, TGFB1, THBS1, TLR6, TLR9, TNF, TNFRSF11A, TNFSF11, TPD52L1, TRAF2, TRAF6, TRIB1, TRIB3, TSG101, UCHL1, UVRAG, VEGFA, WNT5A, ZNF675]","[ABL1, AKT1, APC, CCNB1, CCND1, CDKN2A, DDX3X, EZH2, FGFR1, PPARG, PTEN, SIRT1, TGFB1, TNF]","","","","","Specific for Cluster #2","","","[APC, DDX3X]","[ABL1, AKT1, APC, CCNB1, CCND1, CDKN2A, DDX3X, EZH2, FGFR1, PPARG, PTEN, SIRT1, TGFB1, TNF]","","[Group10, Group14]","[7, 8, 9, 10]","{Group10=2.994293552985586E-11, Group14=1.0130489753742884E-11}","{Group10=3.293722908284145E-10, Group14=1.215658770449146E-10}","GO:0071900","","regulation%20of%20protein%20serine/threonine%20kinase%20activity","14","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","TRUE","false","regulation%20of%20protein%20serine/threonine%20kinase%20activity","regulation of protein serine/threonine kinase activity","8.511684914791109E-9","7.149815328424531E-7","","GO:0071900"
"6.666666507720947",,"200.00000160012485","0.0","100.00000160012483","[ACOD1, ADAM9, ANKRD1, AXL, BCL10, CACTIN, CARD16, CARD17, CARD8, CASP1, CCL2, CCL3, CCL5, CCR5, CD14, CD180, CD55, CD6, CHMP5, CTSG, CX3CL1, CXCL10, CXCL6, CXCL8, DAB2IP, DEFB114, DEFB118, EHHADH, GFI1, HMGB2, IL10, IL18, IL1B, IL6, IRAK1, IRGM, LACRT, LBP, LDOC1, LILRA2, LILRB1, LILRB2, LTF, LY86, LY96, MAPK14, MAPK8, MTDH, NDUFA2, NFKB1, NFKBIL1, NLRP3, NLRP7, NOD2, NR1D1, NR1H3, NUGGC, PLAA, PLCG2, PRKCA, PTPN22, PYCARD, RELA, RHOA, RPSA, SASH1, SCARB1, SELENOS, SERPINE1, SHPK, TGFB1, TICAM2, TLR4, TMED7-TICAM2, TNF, TNFAIP3, TNFRSF1B, TNFSF4, TNIP3, TRAF6, TRIB1, TRIM41, TRIM5, UPF1, VIM, WNT5A, XBP1, XBP1P1, ZC3H12A, ZFP36]","[CCL5, NFKB1, PRKCA, RELA, TGFB1, TNF]","","","","","Specific for Cluster #2","","","[]","[CCL5, NFKB1, PRKCA, RELA, TGFB1, TNF]","","[Group13]","[5, 6, 8]","{Group13=1.2353589111825506E-15}","{Group13=1.605966584537316E-14}","GO:0071222","","cellular%20response%20to%20lipopolysaccharide","6","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","FALSE","false","cellular%20response%20to%20lipopolysaccharide","cellular response to lipopolysaccharide","1.59032307788113E-4","0.00842871231276999","","GO:0071222"
"22.22222137451172",,"200.00000160012485","0.0","100.00000160012483","[BCDIN3D, DND1, ELAVL1, ESR1, HOXB-AS3, IL6, LIN28B, NCOR1, NCOR2, POU5F1, POU5F1P3, POU5F1P4, PPARG, STAT3, TGFB1, TNF, ZC3H10, ZC3H12A]","[POU5F1, PPARG, TGFB1, TNF]","","","","","Specific for Cluster #2","","","[]","[POU5F1, PPARG, TGFB1, TNF]","","[Group13]","[4, 5, 6, 7, 8, 9, 10, 11]","{Group13=1.2353589111825506E-15}","{Group13=1.605966584537316E-14}","GO:0060965","","negative%20regulation%20of%20miRNA-mediated%20gene%20silencing","4","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","FALSE","false","negative%20regulation%20of%20miRNA-mediated%20gene%20silencing","negative regulation of miRNA-mediated gene silencing","1.7545310804487607E-5","0.001157990513096182","","GO:0060965"
"18.18181800842285",,"200.00000160012485","0.0","100.00000160012483","[DAB2, DDX5, EP300, FOXH1, FOXP1, HDAC1, HEYL, KDM5D, NCOR1, NCOR2, NODAL, PARK7, PHB1, PIAS2, PRMT2, RNF14, RNF6, SFRP1, SIRT1, SMARCA4, TRIM68, ZBTB7A]","[EP300, HDAC1, SIRT1, SMARCA4]","","","","","Specific for Cluster #2","","","[]","[EP300, HDAC1, SIRT1, SMARCA4]","","[Group08]","[5, 6, 7, 8, 9, 10]","{Group08=1.2398402726235207E-5}","{Group08=7.439041635741125E-5}","GO:0060765","","regulation%20of%20androgen%20receptor%20signaling%20pathway","4","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","FALSE","false","regulation%20of%20androgen%20receptor%20signaling%20pathway","regulation of androgen receptor signaling pathway","4.079361066030041E-5","0.0025292038609386253","","GO:0060765"
"6.486486434936523",,"166.4190190260884","33.58098242390003","66.41901902608839","[ADGRA2, AMER1, AMER2, AMFR, ANAPC2, APC, APC2, APOE, ATP6AP2, AXIN1, AXIN2, BAMBI, BICC1, BMP2, CAPRIN2, CAV1, CCAR2, CCDC88C, CCL14, CCNY, CDH15, CDH3, CDK14, CHD8, COL1A1, CSNK1A1, CSNK1D, CSNK1E, CTNNB1, CTNND1, CTNND2, CYLD, DAB2, DAB2IP, DACT1, DACT3, DAPK3, DDX3X, DIXDC1, DKK1, DKK2, DKK3, DVL1, DVL1P1, DVL2, DVL3, EGF, EGFR, EMD, FAM53B, FRAT1, FRZB, FZD1, FZD10, FZD2, FZD3, FZD4, FZD5, FZD6, FZD7, FZD8, FZD9, GID8, GLI1, GLI3, GNAQ, GPC3, GREM1, GSK3B, GSKIP, HDAC1, HHEX, ILK, INVS, JADE1, JRK, KANK1, LATS1, LATS2, LEF1, LGR4, LGR5, LRP4, LRP5, LRP6, LRRK1, LRRK2, MAD2L2, MCC, MLLT3, MRPS12, NFKB1, NKD1, NKD2, NOG, NPHP3, NPHP3-ACAD11, NPHP4, NRARP, OTUD5, PDZD2, PFDN5, PIN1, PLEKHA4, PPM1A, PRICKLE1, PRKN, PROC, PTEN, PTK7, PTPRU, RAB5A, RBMS3, RNF146, RNF220, RNU6-664P, RPS12, RSPO1, RUVBL1, RUVBL2, SCEL, SCYL2, SDHAF2, SFRP1, SFRP2, SFRP4, SFRP5, SIAH1, SIAH2, SLC25A23, SLC9A3R1, SNAI2, SOST, SOX13, SOX17, SOX2, SOX7, STK11, STK24, STK3, STK4, TBL1X, TBL1XR1, TCF7L2, TGFB1, TLE2, TLE5, TMEM131L, TMEM170B, TMEM198, TMEM88, TMEM9, TMX2-CTNND1, TNKS, TNKS2, TRPM4, UBAC2, UBR5, USP34, USP47, USP8, VCP, WLS, WNK1, WNK2, WNT1, WNT10A, WNT10B, WNT11, WNT2, WNT2B, WNT3, WNT3A, WNT4, WNT5A, WNT7A, WNT7B, WNT8A, WNT8B, WNT9A, WNT9B, WWTR1, XIAP, ZEB2, ZNRF3]","[APC, CTNNB1, DDX3X, DVL1, GSK3B, HDAC1, LEF1, NFKB1, PTEN, SOX17, STK11, TGFB1]","","","","","Specific for Cluster #2","","","[APC, CTNNB1, DDX3X, LEF1]","[APC, CTNNB1, DDX3X, DVL1, GSK3B, HDAC1, LEF1, NFKB1, PTEN, SOX17, STK11, TGFB1]","","[Group05]","[5, 6, 7, 8]","{Group05=9.658154375448988E-8}","{Group05=7.72652350035919E-7}","GO:0060070","","canonical%20Wnt%20signaling%20pathway","12","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","TRUE","false","canonical%20Wnt%20signaling%20pathway","canonical Wnt signaling pathway","9.658154375448988E-8","7.91968658786817E-6","","GO:0060070"
"16.0",,"200.00000160012485","0.0","100.00000160012483","[AKT1, AKT2, APLP2, APPL1, APPL2, CAPN10, CLTCL1, ENPP1, FGF19, FGF21, GSK3A, IGF1, INS, INSR, IRS1, IRS2, ITLN1, LEP, OCLN, PEA15, PID1, PTH, PTPN11, PTRH2, RHOQ]","[AKT1, AKT2, GSK3A, INS]","","","","","Specific for Cluster #2","","","[]","[AKT1, AKT2, GSK3A, INS]","","[Group12]","[5, 6, 7, 8, 10, 11]","{Group12=3.757707136486258E-8}","{Group12=3.381936422837632E-7}","GO:0046324","","regulation%20of%20glucose%20import","4","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","FALSE","false","regulation%20of%20glucose%20import","regulation of glucose import","6.909219569204915E-5","0.003938255154446802","","GO:0046324"
"13.793103218078613",,"200.00000160012485","0.0","100.00000160012483","[AKT1, AKT2, APLP2, APPL1, APPL2, CAPN10, CLTCL1, ENPP1, FGF19, FGF21, GSK3A, HNF1A, IGF1, INS, INSR, IRS1, IRS2, ITLN1, LEP, MIA-RAB4B, OCLN, PEA15, PID1, PTH, PTPN11, PTRH2, RAB4B, RHOQ, SORT1]","[AKT1, AKT2, GSK3A, INS]","","","","","Specific for Cluster #2","","","[]","[AKT1, AKT2, GSK3A, INS]","","[Group12]","[7, 9, 10]","{Group12=3.757707136486258E-8}","{Group12=3.381936422837632E-7}","GO:0046323","","glucose%20import","4","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","FALSE","false","glucose%20import","glucose import","1.2617617344720916E-4","0.0069396895395965035","","GO:0046323"
"7.2727274894714355",,"200.00000160012485","0.0","100.00000160012483","[ADAM12, ADM2, AGGF1, AGO2, ANGPT4, ANGPTL3, ANXA3, APELA, APLNR, AQP1, BMPER, BRCA1, BTG1, CCR3, CD34, CD40, CDH5, CHI3L1, CHRFAM7A, CHRNA7, CNTN1, CXCL8, DAND5, ECM1, EMC10, EMILIN2, EPHA1, ETS1, F3, FCGR1BP, FGF1, FGF13, FGF18, FGF2, FLT1, FUT1, GAB1, GARS1, GATA2, GATA6, GDF2, HIF1A, HIPK2, HK2, HMOX1, HOOK2, HSPB1, HSPB6, HYAL1, IL1B, ITGA5, ITGAX, ITGB1, ITGB8, JAK1, JMJD8, JUP, KCNA5, KDR, KIF2A, KLF4, LRG1, MDK, MINDY4, MMDK, MTDH, MYDGF, NANOS3, NINJ1, NODAL, NOS3, PAK4, PDCD6, PDCL3, PDPK1, PIGU, PIK3R6, PKM, PLCG1, PRKCA, PRKD1, PRKD2, PSG1, PTGIS, RAPGEF3, RLN2, RRAS, S100A1, SASH1, SERPINE1, SIRT1, SIRT6, SMAD1, SMOC2, SP1, SPAM1, SPHK1, STIM1, TEK, THBS1, TJP1, TMIGD2, TNN, VASH2, VEGFA, WNT5A, XBP1, XBP1P1, ZC3H12A, ZNF304]","[CCR3, ETS1, KLF4, PLCG1, PRKCA, SIRT1, SMAD1, SP1]","","","","","Specific for Cluster #2","","","[]","[CCR3, ETS1, KLF4, PLCG1, PRKCA, SIRT1, SMAD1, SP1]","","[Group13]","[4, 5, 6, 7, 8, 9, 10, 11]","{Group13=1.2353589111825506E-15}","{Group13=1.605966584537316E-14}","GO:0045766","","positive%20regulation%20of%20angiogenesis","8","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","FALSE","false","positive%20regulation%20of%20angiogenesis","positive regulation of angiogenesis","6.458619447693822E-6","4.71479219681649E-4","","GO:0045766"
