"% Associated Genes","% Common Gene","%Genes Cluster #","All Associated Genes","Associated Genes Found","CEREBRAL_DOWNSTRAM_INFO","CEREBRAL_DOWNSTRAM_INFO_ALL","CEREBRAL_LOCALIZATION_INFO","CEREBRAL_LOCALIZATION_INFO_ALL","Cluster","Common Genes","ENSEMBL_GENE_ID","GeneType","GOGroups","GOLevels","Group PValue","Group PValue Corrected with Bonferroni step down","ID","Input Gene ID","name","Nr. Genes","Ontology Source","OverViewTerm","selected","shared name","Term","Term PValue","Term PValue Corrected with Bonferroni step down","UniProtKB_AC","UNIQUE_ID"
"3.1055901050567627",,,"[ABCB1, ABRAXAS1, ACVR1, ACVR1B, ADAM17, ADAMTS1, AIF1, AKAP8, AKAP8L, AKT1, AMBRA1, ANAPC15, ANKRD17, ANTXR1, APBB2, APC, APLP2, APPL1, APPL2, ARPP19, ARTN, ATAD5, ATF2, ATF5, ATM, ATP2B4, ATR, BABAM1, BABAM2, BACH1, BLM, BRCA1, BRCC3, BRD4, BRD7, BRIP1, BRSK1, BRSK2, BUB1B, C10orf99, CACUL1, CASP2, CCAR2, CCDC57, CCL2, CCNA2, CCNB1, CCND1, CCND2, CCNE1, CCNH, CCNQ, CCNY, CDC14B, CDC23, CDC25C, CDC27, CDC5L, CDC6, CDC7, CDC73, CDCA5, CDK1, CDK14, CDK2AP2, CDK4, CDK5RAP2, CDK5RAP3, CDK7, CDKN1A, CDKN1B, CDKN2A, CDKN2C, CDKN2D, CDT1, CENPE, CENPF, CENPJ, CFH, CHEK1, CHEK2, CHFR, CHMP2A, CHMP4A, CHMP4B, CHMP4C, CHMP7, CLASP1, CLASP2, CLOCK, CLSPN, CPSF3, CRADD, CRLF3, CRNN, CTDP1, CUL3, DACT1, DBF4B, DCUN1D3, DDB1, DDX39B, DDX3X, DEPDC1B, DLG1, DNA2, DONSON, DTL, DYNC1LI1, DYRK3, E2F1, E2F3, E2F7, EGFR, EIF4E, EIF4EBP1, EIF4G1, ERCC2, ERCC3, ERCC4, ERCC6, ETAA1, EZH2, FAM107A, FAM83D, FBXL15, FBXO31, FBXO5, FEM1B, FGF10, FHL1, FOXM1, FOXN3, FZR1, GDNF, GEN1, GLI1, GPNMB, H2AX, HASPIN, HECW2, HINFP, HPLH1, HUS1, HYAL1, ID2, IK, ING4, INHBA, INIP, INO80, INTS3, INTS7, JADE1, KANK2, KCNH5, KCNN4, KDM8, KIF14, KLF11, KLF4, KLHL18, KLHL22, KMT2E, KNTC1, LATS1, LATS2, LCMT1, LSM10, LSM11, MACROH2A1, MAD1L1, MAD2L1, MAD2L1BP, MAP3K11, MAP3K20, MASTL, MBLAC1, MDM2, MECP2, METTL13, MLF1, MMAB, MN1, MNAT1, MRNIP, MUC1, MYC, NABP1, NABP2, NACC2, NAE1, NANOGP8, NBN, NDC80, NEK10, NEK11, NEK6, NES, NKX3-1, NOP53, NPAT, NPM1, NPM2, NSMCE2, PABIR1, PAF1, PAGR1, PCID2, PEX2, PHB2, PHF8, PIDD1, PIM2, PINX1, PKD1, PKD2, PLK1, PLK2, PLK3, PLK5, POLE, POLR1B, PPP1R10, PPP2CA, PRAP1, PRKD2, PRKDC, PROC, PRPF19, PTEN, PTPN6, PTPRC, RAB11A, RAD1, RAD17, RAD51B, RAD51C, RAD9A, RB1, RCC1, RCC2, RFPL1, RFWD3, RGCC, RHNO1, RINT1, RIOK2, RNASE6, RPA2, RPA4, RPL26, RPS27L, RPS6KB1, RPTOR, RRAD, RRM1, RRM2, RRM2B, SASS6, SDE2, SERPINA2, SETMAR, SIRT7, SLFN11, SOX2, SPAM1, SPAST, SPDYA, STIL, STOX1, STXBP4, SUSD2, TACC3, TAF2, TAOK1, TAOK2, TAOK3, TCIM, TFAP4, TFDP1, TFDP3, THOC1, THOC5, TIMELESS, TIPIN, TIPRL, TM4SF5, TMEM14B, TNFSF13B, TP53, TPD52L1, TPR, TRIM39, TRIP13, UBD, UBE2C, UBE2E2, UBE2L3, UBE2S, UIMC1, UPF1, USH1C, USP17L2, USP28, USP37, USP47, VPS4A, VPS4B, WAC, XPC, XRCC3, ZFYVE19, ZNF16, ZNF207, ZNF324, ZNF367, ZNF655, ZPR1, ZW10, ZWILCH, ZWINT]","[ATM, CCDC57, CDK4, CDKN2C, CDKN2D, ERCC6, MYC, PTEN, RB1, ZNF655]","","","","","","","","","[Group6]","[3, 4]","{Group6=1.9714455152359102E-5}","{Group6=1.1828673091415461E-4}","GO:0044770","","cell%20cycle%20phase%20transition","10","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","TRUE","false","cell%20cycle%20phase%20transition","cell cycle phase transition","1.088807718536456E-6","2.177615437072912E-5","","GO:0044770"
"15.0",,,"[APC, CDK5RAP1, CDKN1B, CDKN2A, CDKN2B, CDKN2C, CDKN2D, HEXIM1, HEXIM2, HHEX, INCA1, LATS1, LATS2, MEN1, MYOCD, NR2F2, PLK1, PROC, PTEN, TFAP4]","[CDKN2C, CDKN2D, PTEN]","","","","","","","","","[Group6]","[4, 5, 6, 7, 8, 9, 10, 11, 12]","{Group6=1.9714455152359102E-5}","{Group6=1.1828673091415461E-4}","GO:0045736","","negative%20regulation%20of%20cyclin-dependent%20protein%20serine/threonine%20kinase%20activity","3","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","FALSE","false","negative%20regulation%20of%20cyclin-dependent%20protein%20serine/threonine%20kinase%20activity","negative regulation of cyclin-dependent protein serine/threonine kinase activity","8.821074002078804E-5","0.0013231611003118207","","GO:0045736"
"10.344827651977539",,,"[AMH, AQP1, BMI1, CD74, CDK4, CDK6, CDKN1A, COMMD3-BMI1, DHX9, E2F1, EREG, FN1, GAS6, IGF1, MIF, MINDY4, MYC, NDUFS4, PDGFA, PDGFB, PDGFC, PDGFRA, PLA2G1B, S100A8, S100A9, SPHK1, WNT1, WNT2, WNT5A]","[BMI1, CDK4, MYC]","","","","","","","","","[Group1]","[4, 5, 6]","{Group1=2.7494573568392347E-4}","{Group1=0.0013747286784196173}","GO:0048146","","positive%20regulation%20of%20fibroblast%20proliferation","3","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","TRUE","false","positive%20regulation%20of%20fibroblast%20proliferation","positive regulation of fibroblast proliferation","2.7494573568392347E-4","0.0038492402995749285","","GO:0048146"
"3.7037036418914795",,,"[ACTG1, ADAMTS18, ADRA2A, ADTRP, AJAP1, ANO6, ANXA1, APOE, APOH, ARFGEF1, C1QTNF1, CADM4, CASK, CAV1, CD109, CD34, CD9, CLASP1, CLASP2, CLDN1, CLDN19, CLDN3, CLDN4, CLEC7A, CRK, DUOX1, DUOX2, ENPP4, EPHB2, EPPK1, F11, F12, F2, F2R, F2RL1, FCGR1BP, FERMT1, FERMT2, FGA, FGB, FGF13, FGF2, FGG, FOXA2, GP1BA, HBEGF, HPSE, HRAS, HRG, INSL3, ITGB1, KANK1, KLKB1, KNG1, MMRN1, MTOR, MYLK, NRG1, PDGFA, PDGFB, PDGFRA, PHLDB2, PLG, PRKCE, PRKG1, PTEN, PTK2, RREB1, SERPINE1, SERPINE2, SERPINF2, SMOC2, SRSF6, TFPI, THBS1, TNF, TNFRSF12A, TTF2, XBP1, XBP1P1, ZNF160]","[CRK, PTEN, PTK2]","","","","","","","","","[Group2]","[5, 6]","{Group2=0.005466343742799802}","{Group2=0.016399031228399405}","GO:0061041","","regulation%20of%20wound%20healing","3","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","TRUE","false","regulation%20of%20wound%20healing","regulation of wound healing","0.005466343742799802","0.010932687485599604","","GO:0061041"
"6.0",,,"[APLN, ATOH8, BMP4, DDX5, EGR1, ETS1, FOSL1, GATA2, GATA3, GNL3, HIF1A, IL10, JUN, KLF4, KLF5, LILRB4, MRTFA, MRTFB, MYB, MYC, NFATC3, NFATC4, NFIB, NGFR, NR3C1, PDGFB, POU5F1, POU5F1P3, POU5F1P4, PPARA, PPARG, PRL, RARA, RELA, REST, SMAD3, SMARCA4, SOX9, SPI1, SREBF1, SRF, STAT3, TEAD1, TERT, TGFB1, TGFB2, TNF, TP53, WT1, ZNF512B]","[MYC, SMARCA4, STAT3]","","","","","","","","","[Group5]","[7, 8, 9, 10]","{Group5=8.211836249019164E-6}","{Group5=5.748285374313415E-5}","GO:0061614","","miRNA%20transcription","3","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","FALSE","false","miRNA%20transcription","miRNA transcription","0.0013818808863101189","0.011055047090480951","","GO:0061614"
"3.3057851791381836",,,"[ANP32B, ARID1A, ARID2, ASF1A, ATF7IP, ATRX, BAZ1A, BAZ2A, BRD2, CDT1, CENPA, CENPC, CENPCP1, CENPE, CENPT, CENPV, CENPW, CHRAC1, DAXX, DNAJC9, ESR1, GMNN, GRWD1, GTF2A2, GTF2B, H2AB1, H2AB2, H2AB3, H2AW, H2BC1, H3-3A, H3-3B, H3-4, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HJURP, HMGB1, LIN54, MCM3AP, MIS12, MRPL23, MYC, NAA60, NAP1L4, NPC1, NPM1, PIH1D1, POGZ, POLE3, RAD51, RNF4, RPL17, RPL23, RRN3, RSF1, SART3, SENP6, SETD2, SIRT6, SMARCA4, SMARCA5, SMARCB1, SMARCC1, SMARCC2, SMARCD1, SMARCD2, SMARCD3, SMARCE1, SOX9, SPTY2D1, SSRP1, SUPT16H, SYCP3, TAF1, TAF10, TAF11, TAF12, TAF13, TAF1B, TAF1C, TAF2, TAF3, TAF4, TAF5, TAF6, TAF7, TAF8, TAF9, TBP, TERF1, THRA, TNP1, TP53, TRAPPC12, UBTF, ZNF827]","[H3C11, H4C2, MYC, SMARCA4]","","","","","","","","","[Group5]","[5]","{Group5=8.211836249019164E-6}","{Group5=5.748285374313415E-5}","GO:0071824","","protein-DNA%20complex%20subunit%20organization","4","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","FALSE","false","protein-DNA%20complex%20subunit%20organization","protein-DNA complex subunit organization","0.001968179769794504","0.011809078618767024","","GO:0071824"
"3.7037036418914795",,,"[ACER2, AEN, AMH, ANKRD1, ANTXR1, ATM, ATR, BAG6, BCL3, BOK, BOP1, C16orf72, CASP2, CASP6, CD44, CD74, CDIP1, CDK5RAP3, CDKN1A, COPS3, CRADD, DDX5, DYRK2, E2F7, EIF5A, EIF5AL1, EP300, FHIT, FOXM1, HEXIM1, HINT1, HIPK2, IFI16, ING4, KAT5, KDM1A, KMT5A, MAGEA2, MARCHF7, MDM2, MDM4, MIF, MLF1, MMAB, MRPL23, MSX1, MUC1, MYBBP1A, MYC, MYO6, NDRG1, NOP2, NOP53, PAK1IP1, PAXIP1, PDK2, PHLDA3, PIDD1, PLA2R1, PMAIP1, PPP1R13B, PRAP1, PRKN, PSMD10, PTTG1IP, PYCARD, PYHIN1, RFFL, RNF34, RPF2, RPL11, RPL17, RPL23, RPL26, RPL37, RPL5, RPS15, RPS20, RPS27L, RPS6KA6, RPS7, RRP8, RRS1, S100A8, S100A9, SERPINA2, SESN2, SIRT1, SMYD2, SNAI1, SNAI2, SNW1, SOX4, SP100, STK11, TFAP4, TP53, TP53BP2, TP73, TRIAP1, TWIST1, UBB, USP10, USP28, USP32, ZNF385A, ZNF385B, ZNHIT1]","[ATM, BAG6, MYC, TP53BP2]","","","","","","","","","[Group3]","[4, 5, 6]","{Group3=0.0012946907789311943}","{Group3=0.005178763115724777}","GO:0072331","","signal%20transduction%20by%20p53%20class%20mediator","4","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","TRUE","false","signal%20transduction%20by%20p53%20class%20mediator","signal transduction by p53 class mediator","0.0012946907789311943","0.01165221701038075","","GO:0072331"
"3.0534350872039795",,,"[ABRAXAS1, ACVR1, ADAM17, ADAMTS1, AIF1, AKT1, AMBRA1, ANAPC15, ANKRD17, ANTXR1, APBB2, APC, APLP2, APPL1, APPL2, ARTN, ATAD5, ATF2, ATF5, ATM, ATP2B4, ATR, BABAM1, BABAM2, BLM, BRCA1, BRCC3, BRD4, BRD7, BRSK1, BUB1B, C10orf99, CASP2, CCAR2, CCL2, CCNB1, CCND1, CCND2, CCNH, CCNQ, CDC14B, CDC23, CDC5L, CDC6, CDC7, CDC73, CDCA5, CDK1, CDK2AP2, CDK4, CDK5RAP2, CDK5RAP3, CDK7, CDKN1A, CDKN1B, CDKN2A, CDKN2C, CDKN2D, CDT1, CENPE, CENPF, CENPJ, CFH, CHEK1, CHEK2, CHFR, CHMP4C, CLOCK, CLSPN, CPSF3, CRADD, CRLF3, CRNN, CUL3, DACT1, DBF4B, DCUN1D3, DDB1, DDX39B, DDX3X, DEPDC1B, DLG1, DNA2, DONSON, DTL, DYNC1LI1, DYRK3, E2F1, EGFR, EIF4G1, ERCC2, ERCC3, ERCC4, ERCC6, ETAA1, EZH2, FAM107A, FAM83D, FBXO31, FBXO5, FEM1B, FGF10, FHL1, FOXN3, FZR1, GDNF, GEN1, GLI1, GPNMB, H2AX, HASPIN, HECW2, HINFP, HPLH1, HUS1, HYAL1, ID2, IK, ING4, INHBA, INIP, INO80, INTS3, INTS7, JADE1, KANK2, KCNH5, KCNN4, KIF14, KLF4, KLHL18, KLHL22, KMT2E, KNTC1, LCMT1, LSM10, LSM11, MACROH2A1, MAD1L1, MAD2L1, MAD2L1BP, MAP3K20, MBLAC1, MDM2, MECP2, METTL13, MLF1, MMAB, MN1, MNAT1, MRNIP, MUC1, NABP1, NABP2, NACC2, NAE1, NANOGP8, NBN, NDC80, NEK10, NEK11, NEK6, NKX3-1, NOP53, NPM1, NPM2, NSMCE2, PABIR1, PAF1, PAGR1, PCID2, PEX2, PHB2, PIDD1, PINX1, PKD1, PKD2, PLK1, PLK5, POLR1B, PPP1R10, PPP2CA, PRAP1, PRKD2, PRKDC, PROC, PRPF19, PTEN, PTPN6, RAB11A, RAD1, RAD17, RAD51B, RAD51C, RAD9A, RB1, RCC2, RFPL1, RFWD3, RGCC, RHNO1, RINT1, RIOK2, RNASE6, RPA2, RPA4, RPL26, RPS27L, RPTOR, RRAD, RRM1, RRM2, RRM2B, SASS6, SDE2, SERPINA2, SETMAR, SLFN11, SOX2, SPAM1, STIL, STOX1, STXBP4, SUSD2, TAOK1, TAOK2, TAOK3, TCIM, TFAP4, TFDP1, TFDP3, THOC1, THOC5, TIPIN, TIPRL, TM4SF5, TMEM14B, TNFSF13B, TP53, TPR, TRIM39, TRIP13, UBD, UBE2C, UBE2E2, UIMC1, USP17L2, USP28, USP47, VPS4A, VPS4B, WAC, XPC, XRCC3, ZFYVE19, ZNF16, ZNF207, ZNF367, ZNF655, ZW10, ZWILCH, ZWINT]","[ATM, CDK4, CDKN2C, CDKN2D, ERCC6, PTEN, RB1, ZNF655]","","","","","","","","","[Group6]","[4, 5, 6]","{Group6=1.9714455152359102E-5}","{Group6=1.1828673091415461E-4}","GO:1901987","","regulation%20of%20cell%20cycle%20phase%20transition","8","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","FALSE","false","regulation%20of%20cell%20cycle%20phase%20transition","regulation of cell cycle phase transition","1.6879284628394176E-5","2.86947838682701E-4","","GO:1901987"
"8.333333015441895",,,"[APLN, ATOH8, EGR1, ETS1, FOSL1, GATA2, GATA3, GNL3, HIF1A, IL10, JUN, KLF4, KLF5, MRTFA, MRTFB, MYB, MYC, NGFR, NR3C1, PDGFB, PPARG, PRL, RELA, SMAD3, SMARCA4, SPI1, SREBF1, SRF, STAT3, TEAD1, TERT, TGFB1, TGFB2, TNF, TP53, WT1]","[MYC, SMARCA4, STAT3]","","","","","","","","","[Group5]","[6, 7, 8, 9, 10, 11, 12]","{Group5=8.211836249019164E-6}","{Group5=5.748285374313415E-5}","GO:1902895","","positive%20regulation%20of%20miRNA%20transcription","3","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","FALSE","false","positive%20regulation%20of%20miRNA%20transcription","positive regulation of miRNA transcription","5.257099302292293E-4","0.006308519162750752","","GO:1902895"
"4.301075458526611",,,"[ACVR1, ADAM17, ADAMTS1, AIF1, AKT1, AMBRA1, ANKRD17, APC, APLP2, APPL1, APPL2, BRD7, CASP2, CCL2, CCND1, CCND2, CCNH, CDC73, CDK2AP2, CDK7, CDKN1A, CDKN1B, CDKN2A, CDKN2C, CDKN2D, CENPJ, CFH, CPSF3, CRADD, CRLF3, DACT1, DCUN1D3, DDX3X, DLG1, E2F1, EGFR, EIF4G1, FAM107A, FBXO31, FGF10, FHL1, GPNMB, HPLH1, HYAL1, ID2, INHBA, INO80, JADE1, KANK2, KIF14, KLF4, KMT2E, LSM10, LSM11, MBLAC1, MDM2, MNAT1, MUC1, NACC2, PIDD1, PKD1, PKD2, PLK5, POLR1B, PPP2CA, PRAP1, PRKD2, PRKDC, PROC, PTEN, PTPN6, RFWD3, RGCC, RPA2, RPL26, RPS27L, RPTOR, RRM1, RRM2, SASS6, SDE2, SLFN11, SPAM1, STIL, STOX1, TFDP1, TFDP3, TM4SF5, TMEM14B, TP53, UBE2E2, WAC, ZNF655]","[CDKN2C, CDKN2D, PTEN, ZNF655]","","","","","","","","","[Group6]","[6, 7, 8]","{Group6=1.9714455152359102E-5}","{Group6=1.1828673091415461E-4}","GO:2000045","","regulation%20of%20G1/S%20transition%20of%20mitotic%20cell%20cycle","4","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","FALSE","false","regulation%20of%20G1/S%20transition%20of%20mitotic%20cell%20cycle","regulation of G1/S transition of mitotic cell cycle","7.403413612511373E-4","0.007403413612511373","","GO:2000045"
